id,event_date,event_name,category,place,location,point,start,end,start_mo,start_year,end_mo,end_year,lon,lat
762,2019-03-31,Klasyka w południe w Cheder Cafe,Muzyka klasyczna,"Cheder Cafe, ul. Józefa 36","Cheder, 36, Józefa, Kazimierz, Stare Miasto, Kraków, małopolskie, 31-056, RP","[50.0512504, 19.9472064]",2019/03/31,,3,2019,,,50.0512504,19.9472064
763,2019-03-31,Drugie Życie Książki 2019,Akcje czytelnicze, pl. Wszystkich Świętych 2 Krakow,"2, Plac Wszystkich Świętych, Stare Miasto, Kraków, małopolskie, 31-004, RP","[50.0588144, 19.9375878]",2019/03/31,,3,2019,,,50.0588144,19.9375878
764,2019-03-31,Rodzinne niedziele w Muzeum Archidiecezjalnym,"Wykłady, spacery i warsztaty artystyczne","Muzeum Archidiecezjalne, ul. Kanonicza 19","Muzeum Archidiecezjalne, 19, Kanonicza, Stare Miasto, Kraków, małopolskie, 30-001, RP","[50.0560885, 19.9371042]",2019/03/31,,3,2019,,,50.0560885,19.9371042
765,2019-03-31,Zamknięto mnie jak...,Spektakle teatralne, Gazowa 21 Krakow,"21, Gazowa, Kazimierz, Stare Miasto, Kraków, małopolskie, 31-060, RP","[50.0476989, 19.9473012]",2019/03/31,,3,2019,,,50.0476989,19.9473012
766,2019-03-28,Klub Podróżnika w OK Ruczaj,Spotkania i slajdowiska, ul. Rostworowskiego 13 Krakow,"Rostworowskiego, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, małopolskie, RP","[50.02794635, 19.9142493]",2019/03/28,,3,2019,,,50.02794635,19.9142493
768,2019-03-30,Włodi i Jetlagz w Żaczku,Muzyka rozrywkowa, al. 3 Maja 5 Krakow,"Centrum Kultury  Rotunda, 5, Aleja 3 Maja, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, małopolskie, 30-063, RP","[50.0603635, 19.9212336]",2019/03/30,,3,2019,,,50.0603635,19.9212336
769,2019-03-28,Świat w dokumencie,Festiwale i przeglądy filmowe,"Żydowskie Muzeum Galicja, ul. Dajwór 18","Żydowskie Muzeum Galicja, 18, Dajwór, Kazimierz, Stare Miasto, Kraków, małopolskie, 31060, RP","[50.0508571, 19.9496775]",2019/03/28,,3,2019,,,50.0508571,19.9496775
770,2019-03-29,Nocny Kochanek +  ThermiT w Studio,Muzyka rozrywkowa,"Klub Studio, ul. Budryka 4","Klub Studio, 4, Witolda Budryka, Miasteczko Studenckie AGH, Krowodrza, Kraków, małopolskie, 30-071, RP","[50.0680241, 19.9082544]",2019/03/29,,3,2019,,,50.0680241,19.9082544
771,2019-03-29,Opera za trzy grosze,Spektakle taneczne,"Krakowski Teatr Variété, ul. Grzegórzecka 71","Krakowski Teatr  Variété, 71, Grzegórzecka, Grzegórzki, Kraków, małopolskie, 31-559, RP","[50.0568848, 19.9639126]",2019/03/29,,3,2019,,,50.0568848,19.9639126
772,2019-03-28,"Z biegiem lat, z biegiem dni [gdzie jest Pepi]",Spektakle teatralne,"Teatr im. Juliusza Słowackiego, pl. Świętego Ducha 1","Teatr im. Juliusza Słowackiego, 1, Plac Świętego Ducha, Stare Miasto, Kraków, małopolskie, 31-023, RP","[50.0639468, 19.9430659438399]",2019/03/28,,3,2019,,,50.0639468,19.9430659438399
773,2019-03-29,Zagraj w legendę,Spektakle teatralne,"Galeria Kazimierz, ul. Podgórska 34","Galeria Kazimierz, 43, Podgórska, Grzegórzki, Kraków, małopolskie, 31-534, RP","[50.054274, 19.9544187]",2019/03/29,,3,2019,,,50.054274,19.9544187
774,2019-03-29,Monatik w Kwadracie,Muzyka rozrywkowa, ul. Skarżyńskiego 1 Krakow,"Skarżyńskiego, Stanisława Skarżyńskiego, Osiedle Dywizjonu 303, Czyżyny, Kraków, małopolskie, 31-866, RP","[50.0839729, 19.9965092]",2019/03/29,,3,2019,,,50.0839729,19.9965092
775,2019-03-29,Nocny Kochanek: Trasa w ciemność,Muzyka rozrywkowa,"Klub Studio, ul. Budryka 4","Klub Studio, 4, Witolda Budryka, Miasteczko Studenckie AGH, Krowodrza, Kraków, małopolskie, 30-071, RP","[50.0680241, 19.9082544]",2019/03/29,,3,2019,,,50.0680241,19.9082544
776,2019-03-28,Kino za piątkę,Cykle filmowe, ul. Papiernicza 2 Krakow,"Restauracja Dwór Kościuszko, 2, Papiernicza, Prądnik Biały, Kraków, małopolskie, 31-221, RP","[50.0917106, 19.9405208]",2019/03/28,,3,2019,,,50.0917106,19.9405208
777,2019-03-28,„Jimi Hendrix: Electric Church” w Multikinie,Pokazy filmowe,"Multikino, ul. Dobrego Pasterza 128","Multikino, 128, Dobrego Pasterza, Czyżyny, Kraków, małopolskie, 31-479, RP","[50.08915485, 19.9848524156032]",2019/03/28,,3,2019,,,50.08915485,19.9848524156032
778,2019-03-28,„Teatr od kuchni”,Inne wydarzenia literackie, ul. Opolska 37 Krakow,"Biblioteka Kraków Filia 20, 37, Opolska, Krowodrza, Kraków, małopolskie, 31-276, RP","[50.0908748, 19.9266944]",2019/03/28,,3,2019,,,50.0908748,19.9266944
779,2019-03-28,„Tnij mistrzu małodobry –  o roli kata w dawnych czasach”,Spotkania i wykłady literackie, os. Zgody 7 Krakow,"Biblioteka Kraków Filia 56, 7, Osiedle Zgody, Zgody, Nowa Huta, Kraków, małopolskie, 31-949, RP","[50.0764851, 20.0380027]",2019/03/28,,3,2019,,,50.0764851,20.0380027
780,2019-03-28,Krakowska Książka Miesiąca: Urszula Honek – „Pod wezwaniem”,Inne wydarzenia literackie, ul. Szczepańska 1 Krakow,"Szczepańska, Stare Miasto, Kraków, małopolskie, 31-011, RP","[50.0630874, 19.9361539]",2019/03/28,,3,2019,,,50.0630874,19.9361539
781,2019-03-28,Arabska noc,Spektakle teatralne, Gazowa 21 Krakow,"21, Gazowa, Kazimierz, Stare Miasto, Kraków, małopolskie, 31-060, RP","[50.0476989, 19.9473012]",2019/03/28,,3,2019,,,50.0476989,19.9473012
782,2019-03-30,Łukasz Pietrzak & Karol Ochodek w Cafe Szafe,Muzyka rozrywkowa, ul. Felicjanek 10 Krakow,"10, Felicjanek, Nowy Świat, Stare Miasto, Kraków, małopolskie, 31-104, RP","[50.05769215, 19.9297937832795]",2019/03/30,,3,2019,,,50.05769215,19.9297937832795
783,2019-03-30,Paluch: Czerwony dywan,Muzyka rozrywkowa, ul. Skarżyńskiego 1 Krakow,"Skarżyńskiego, Stanisława Skarżyńskiego, Osiedle Dywizjonu 303, Czyżyny, Kraków, małopolskie, 31-866, RP","[50.0839729, 19.9965092]",2019/03/30,,3,2019,,,50.0839729,19.9965092
784,2019-03-30,"Szpak Fryderyk, czyli bajka o szczurach",Spektakle teatralne, ul. Skarbowa 2 Krakow,"Teatr Groteska, 2, Skarbowa, Piasek, Stare Miasto, Kraków, małopolskie, 31-121, RP","[50.0631883, 19.9265845]",2019/03/30,,3,2019,,,50.0631883,19.9265845
788,2019-03-30,Nie budźcie mnie,Spektakle teatralne, ul. Starowiślna 55/6 Krakow,"Starowiślna, Kazimierz, Stare Miasto, Kraków, małopolskie, 31-037, RP","[50.0536589, 19.9484026]",2019/03/30,,3,2019,,,50.0536589,19.9484026
789,2019-03-30,Teatr KTO: Kredyt zaufania. Iza Kała,Kabaret, ul. Kanonicza 1 Krakow,"Pałac Biskupa Samuela Maciejowskiego, 1, Kanonicza, Stare Miasto, Kraków, małopolskie, 30-001, RP","[50.05746295, 19.9373435845327]",2019/03/30,,3,2019,,,50.05746295,19.9373435845327
791,2019-03-30,Muzyczne Spotkania na Wzgórzach Krzesławickich – koncert pasyjny,Muzyka klasyczna, os. Na Wzgórzach 1A Krakow,"Osiedle Na Wzgórzach, Wzgórza Krzesławickie, Kraków, małopolskie, RP","[50.09555675, 20.0613362208278]",2019/03/30,,3,2019,,,50.09555675,20.0613362208278
793,2019-03-29,102 Boyz w ZetPeTe,Muzyka rozrywkowa, ul. Dolnych Młynów 10 Krakow,"Dolnych Młynów, Piasek, Stare Miasto, Kraków, małopolskie, 31-127, RP","[50.0649239, 19.9274825]",2019/03/29,,3,2019,,,50.0649239,19.9274825
794,2019-03-29,Ruch Taki Jak Zwykle w ArtCafe Barakah,Muzyka rozrywkowa,"ArtCafe Barakah, Paulińska 28","ArtCafe Barakah, Paulińska, Kazimierz, Stare Miasto, Kraków, małopolskie, 31-065, RP","[50.0501594, 19.9405447]",2019/03/29,,3,2019,,,50.0501594,19.9405447
795,2019-03-29,Ruski Pop: Szmitek,Muzyka klubowa, ul. Dolnych Młynów 10 Krakow,"Dolnych Młynów, Piasek, Stare Miasto, Kraków, małopolskie, 31-127, RP","[50.0649239, 19.9274825]",2019/03/29,,3,2019,,,50.0649239,19.9274825
796,2019-03-29,Skąpiec,Spektakle teatralne, ul. Skarbowa 2 Krakow,"Teatr Groteska, 2, Skarbowa, Piasek, Stare Miasto, Kraków, małopolskie, 31-121, RP","[50.0631883, 19.9265845]",2019/03/29,,3,2019,,,50.0631883,19.9265845
797,2019-03-29,Hotel Westminster,Spektakle teatralne,"Teatr Ludowy, os. Teatralne 34","Teatr Ludowy, Teatralne, Nowa Huta, Kraków, małopolskie, RP","[50.0812597, 20.03340205]",2019/03/29,,3,2019,,,50.0812597,20.03340205
798,2019-03-29,Via-gra,Spektakle teatralne,"Teatr Ludowy – Scena Pod Ratuszem, Rynek Główny 1","Scena pod Ratuszem, 1, Rynek Główny, Stare Miasto, Kraków, małopolskie, 31-008, RP","[50.0614753, 19.9363219]",2019/03/29,,3,2019,,,50.0614753,19.9363219
799,2019-03-29,Pocieszne wykwintnisie. Komedia Pana Moliera,Spektakle teatralne, ul. Praska 52 Krakow,"Scena Tęcza, 52, Praska, Robotnicze, Dębniki, Kraków, małopolskie, 30-322, RP","[50.0463067, 19.9107841]",2019/03/29,,3,2019,,,50.0463067,19.9107841
800,2019-03-29,Madama Butterfly,Muzyka klasyczna,"Opera Krakowska, ul. Lubicz 48","Opera Krakowska, 48, Lubicz, Wesoła, Grzegórzki, Kraków, małopolskie, 31-512, RP","[50.065927, 19.9561894373848]",2019/03/29,,3,2019,,,50.065927,19.9561894373848
803,2019-03-30,Targi Dizajnu KUP SE,Targi i kiermasze, ul. Dolnych Młynów 10 Krakow,"Dolnych Młynów, Piasek, Stare Miasto, Kraków, małopolskie, 31-127, RP","[50.0649239, 19.9274825]",2019/03/30,,3,2019,,,50.0649239,19.9274825
804,2019-03-30,Laboratorium Pieśni: Rasti,Muzyka rozrywkowa, ul. Piastowska 47 Krakow,"DS Piast, 47, Piastowska, Krowodrza, Kraków, małopolskie, 30-067, RP","[50.07089145, 19.9053686436039]",2019/03/30,,3,2019,,,50.07089145,19.9053686436039
805,2019-03-30,It’s Only A Bed!,Spektakle teatralne, ul. Mikołajska 2 Krakow,"Śródmiejski Ośrodek Kultury w Krakowie, 2, Mikołajska, Stare Miasto, Kraków, małopolskie, 31-027, RP","[50.0616883, 19.940767]",2019/03/30,,3,2019,,,50.0616883,19.940767
807,2019-03-30,Projekt Wspólna Sobota: Warsztaty ogrodnicze,Dziecięce różności, os. Centrum A bl. 6 A Krakow,"Centrum A, Nowa Huta, Kraków, małopolskie, RP","[50.0720051, 20.0409261]",2019/03/30,,3,2019,,,50.0720051,20.0409261
808,2019-03-29,Początek końca,Spektakle teatralne, ul. Kanonicza 1 Krakow,"Pałac Biskupa Samuela Maciejowskiego, 1, Kanonicza, Stare Miasto, Kraków, małopolskie, 30-001, RP","[50.05746295, 19.9373435845327]",2019/03/29,,3,2019,,,50.05746295,19.9373435845327
810,2019-03-29-2019-03-30,Navigator Festival 2019,Spotkania i slajdowiska, al. Jana Pawła II 232 Krakow,"Marchewka Bistro, 232, Aleja Jana Pawła II, Mogiła, Nowa Huta, Kraków, małopolskie, 31-913, RP","[50.0702498, 20.034565]",2019/03/29,2019/03/30,3,2019,3.0,2019.0,50.0702498,20.034565
814,2019-03-27,Wszystko o kobietach na Scenie Pod Ratuszem,Spektakle teatralne,"Teatr Ludowy – Scena Stolarnia, os. Teatralne 23","Teatr Ludowy - Scena Stolarnia, 23, Osiedle Teatralne, Teatralne, Nowa Huta, Kraków, małopolskie, 31-946, RP","[50.0802195, 20.0321366]",2019/03/27,,3,2019,,,50.0802195,20.0321366
816,2019-03-27,„Pożytki z katorgi”. Spotkanie z Wojciechem Ladą,Spotkania i wykłady literackie, ul. Bracka 14 Krakow,"Bracka, Stare Miasto, Kraków, małopolskie, 31-005, RP","[50.0598698, 19.9362162]",2019/03/27,,3,2019,,,50.0598698,19.9362162
817,2019-03-27,Sentymentalny świat – Olga Bończyk,Inne koncerty, ul. Papiernicza 2 Krakow,"Restauracja Dwór Kościuszko, 2, Papiernicza, Prądnik Biały, Kraków, małopolskie, 31-221, RP","[50.0917106, 19.9405208]",2019/03/27,,3,2019,,,50.0917106,19.9405208
818,2019-03-27,Królowa śniegu,Spektakle teatralne,"Teatr Ludowy, os. Teatralne 34","Teatr Ludowy, Teatralne, Nowa Huta, Kraków, małopolskie, RP","[50.0812597, 20.03340205]",2019/03/27,,3,2019,,,50.0812597,20.03340205
819,2019-04-29,Noce Waniliowych Myszy: Black Szczyt (odc. 11),Spektakle teatralne,"Teatr Barakah, ul. Paulińska 28","Teatr Barakah, Paulińska, Kazimierz, Stare Miasto, Kraków, małopolskie, 31-065, RP","[50.0501923, 19.9404723]",2019/04/29,,4,2019,,,50.0501923,19.9404723
821,2019-04-27,Bajka o Szewczyku,Spektakle teatralne, ul. Skarbowa 2 Krakow,"Teatr Groteska, 2, Skarbowa, Piasek, Stare Miasto, Kraków, małopolskie, 31-121, RP","[50.0631883, 19.9265845]",2019/04/27,,4,2019,,,50.0631883,19.9265845
822,2019-04-27,Miłosna wojna stulecia,Spektakle teatralne,"Teatr Łaźnia Nowa, os. Szkolne 25","Teatr Łaźnia Nowa, 25, Osiedle Szkolne, Szkolne, Nowa Huta, Kraków, małopolskie, 31-977, RP","[50.0782215, 20.0479478]",2019/04/27,,4,2019,,,50.0782215,20.0479478
824,2019-04-27,Broadway Exclusive,Spektakle teatralne,"Krakowski Teatr Variété, ul. Grzegórzecka 71","Krakowski Teatr  Variété, 71, Grzegórzecka, Grzegórzki, Kraków, małopolskie, 31-559, RP","[50.0568848, 19.9639126]",2019/04/27,,4,2019,,,50.0568848,19.9639126
826,2019-04-26,Apple Fields w ArtCafe Barakah,Muzyka rozrywkowa,"ArtCafe Barakah, Paulińska 28","ArtCafe Barakah, Paulińska, Kazimierz, Stare Miasto, Kraków, małopolskie, 31-065, RP","[50.0501594, 19.9405447]",2019/04/26,,4,2019,,,50.0501594,19.9405447
829,2019-04-25,Teresica – una pasión,Muzyka klasyczna,"Opera Krakowska, ul. Lubicz 48","Opera Krakowska, 48, Lubicz, Wesoła, Grzegórzki, Kraków, małopolskie, 31-512, RP","[50.065927, 19.9561894373848]",2019/04/25,,4,2019,,,50.065927,19.9561894373848
830,2019-04-25,Bass Astral x Igo w Studio,Muzyka rozrywkowa,"Klub Studio, ul. Budryka 4","Klub Studio, 4, Witolda Budryka, Miasteczko Studenckie AGH, Krowodrza, Kraków, małopolskie, 30-071, RP","[50.0680241, 19.9082544]",2019/04/25,,4,2019,,,50.0680241,19.9082544
831,2019-04-25,Muzyczne Czwartki: Beauty Dancing,Muzyka rozrywkowa, ul. Papiernicza 2 Krakow,"Restauracja Dwór Kościuszko, 2, Papiernicza, Prądnik Biały, Kraków, małopolskie, 31-221, RP","[50.0917106, 19.9405208]",2019/04/25,,4,2019,,,50.0917106,19.9405208
832,2019-04-25,Odkrywka: Sophie Blue,Muzyka rozrywkowa, ul. Papiernicza 2 Krakow,"Restauracja Dwór Kościuszko, 2, Papiernicza, Prądnik Biały, Kraków, małopolskie, 31-221, RP","[50.0917106, 19.9405208]",2019/04/25,,4,2019,,,50.0917106,19.9405208
833,2019-04-25,Black River w ZetPeTe,Muzyka rozrywkowa, ul. Dolnych Młynów 10 Krakow,"Dolnych Młynów, Piasek, Stare Miasto, Kraków, małopolskie, 31-127, RP","[50.0649239, 19.9274825]",2019/04/25,,4,2019,,,50.0649239,19.9274825
834,2019-04-24,Dwanaście prac Heraklesa,Spektakle teatralne, ul. Skarbowa 2 Krakow,"Teatr Groteska, 2, Skarbowa, Piasek, Stare Miasto, Kraków, małopolskie, 31-121, RP","[50.0631883, 19.9265845]",2019/04/24,,4,2019,,,50.0631883,19.9265845
835,2019-04-23,Wojna polsko-ruska pod flagą biało-czerwoną,Spektakle teatralne,"Małopolski Ogród Sztuki, ul. Rajska 12","Małopolski Ogród Sztuki, 12, Rajska, Piasek, Stare Miasto, Kraków, małopolskie, 31-124, RP","[50.06427485, 19.929810871176]",2019/04/23,,4,2019,,,50.06427485,19.929810871176
836,2019-04-17,Fredro dla dorosłych – mężów i żon,Spektakle teatralne,"Opera Krakowska, ul. Lubicz 48","Opera Krakowska, 48, Lubicz, Wesoła, Grzegórzki, Kraków, małopolskie, 31-512, RP","[50.065927, 19.9561894373848]",2019/04/17,,4,2019,,,50.065927,19.9561894373848
839,2019-04-18,Akademia Filmu Polskiego Łukasza Maciejewskiego: „Fuga”,Cykle filmowe,"Teatr Łaźnia Nowa, os. Szkolne 25","Teatr Łaźnia Nowa, 25, Osiedle Szkolne, Szkolne, Nowa Huta, Kraków, małopolskie, 31-977, RP","[50.0782215, 20.0479478]",2019/04/18,,4,2019,,,50.0782215,20.0479478
840,2019-04-18,MONO w ZetPeTe,Muzyka rozrywkowa, ul. Dolnych Młynów 10 Krakow,"Dolnych Młynów, Piasek, Stare Miasto, Kraków, małopolskie, 31-127, RP","[50.0649239, 19.9274825]",2019/04/18,,4,2019,,,50.0649239,19.9274825
841,2019-04-16,Teatr Ludowy: Kot w butach,Spektakle teatralne,"Teatr Ludowy, os. Teatralne 34","Teatr Ludowy, Teatralne, Nowa Huta, Kraków, małopolskie, RP","[50.0812597, 20.03340205]",2019/04/16,,4,2019,,,50.0812597,20.03340205
842,2019-04-16,,Spotkania i slajdowiska,"Goethe-Institut Krakau, Rynek Główny 20","Goethe Institut, 20, Rynek Główny, Stare Miasto, Kraków, małopolskie, 31-005, RP","[50.060868, 19.9367283]",2019/04/16,,4,2019,,,50.060868,19.9367283
843,2019-04-16,Czerwony Kapturek,Spektakle teatralne, ul. Skarbowa 2 Krakow,"Teatr Groteska, 2, Skarbowa, Piasek, Stare Miasto, Kraków, małopolskie, 31-121, RP","[50.0631883, 19.9265845]",2019/04/16,,4,2019,,,50.0631883,19.9265845
844,2019-04-16,„Safoniana” - promocja tomu Magdaleny Węgrzynowicz-Plichty,Spotkania i wykłady literackie, ul. Szczepańska 1 Krakow,"Szczepańska, Stare Miasto, Kraków, małopolskie, 31-011, RP","[50.0630874, 19.9361539]",2019/04/16,,4,2019,,,50.0630874,19.9361539
846,2019-05-18,The Cinematic Orchestra: To Believe Tour 2019,Muzyka rozrywkowa,"Klub Studio, ul. Budryka 4","Klub Studio, 4, Witolda Budryka, Miasteczko Studenckie AGH, Krowodrza, Kraków, małopolskie, 30-071, RP","[50.0680241, 19.9082544]",2019/05/18,,5,2019,,,50.0680241,19.9082544
847,2019-05-17,Jaromir Nohavica w Teatrze Variete,Muzyka rozrywkowa,"Krakowski Teatr Variété, ul. Grzegórzecka 71","Krakowski Teatr  Variété, 71, Grzegórzecka, Grzegórzki, Kraków, małopolskie, 31-559, RP","[50.0568848, 19.9639126]",2019/05/17,,5,2019,,,50.0568848,19.9639126
848,2019-05-15,"Nekrokraft, WAN, The Generations Army w RockShot Pub",Muzyka rozrywkowa, ul. Grodzka 42 Krakow,"42, Grodzka, Stare Miasto, Kraków, małopolskie, 31-044, RP","[50.0578489, 19.9382158]",2019/05/15,,5,2019,,,50.0578489,19.9382158
849,2019-05-15,Szkwałowiska: Dzikie Karaiby – śladami Jacka Sparrowa,Spotkania i slajdowiska, ul. Straszewskiego 27 Krakow,"Straszewskiego, 14, Floriana Straszewskiego, Nowy Świat, Stare Miasto, Kraków, małopolskie, 31-101, RP","[50.057566, 19.9327505377702]",2019/05/15,,5,2019,,,50.057566,19.9327505377702
850,2019-05-13,Wystawa na ekranie w Multikinie,Cykle filmowe,"Multikino, ul. Dobrego Pasterza 128","Multikino, 128, Dobrego Pasterza, Czyżyny, Kraków, małopolskie, 31-479, RP","[50.08915485, 19.9848524156032]",2019/05/13,,5,2019,,,50.08915485,19.9848524156032
851,2019-05-11,"Postcards from Arkham, Et Moriemur, Death Has Spoken: A Mile Beneath the Ocean Tour",Muzyka rozrywkowa, ul. Grodzka 42 Krakow,"42, Grodzka, Stare Miasto, Kraków, małopolskie, 31-044, RP","[50.0578489, 19.9382158]",2019/05/11,,5,2019,,,50.0578489,19.9382158
852,2019-05-11,Trzecie urodziny Warsztatu,Muzyka rozrywkowa, ul. Zabłocie 9a Krakow,"9a, Zabłocie, Podgórze, Kraków, małopolskie, 30-701, RP","[50.0496692, 19.9562453]",2019/05/11,,5,2019,,,50.0496692,19.9562453
854,2019-05-10,"Put' Solntsa, Amalgama w RockShot Pub",Muzyka rozrywkowa, ul. Grodzka 42 Krakow,"42, Grodzka, Stare Miasto, Kraków, małopolskie, 31-044, RP","[50.0578489, 19.9382158]",2019/05/10,,5,2019,,,50.0578489,19.9382158
855,2019-05-08,Crywank w Warsztacie,Muzyka rozrywkowa, ul. Zabłocie 9a Krakow,"9a, Zabłocie, Podgórze, Kraków, małopolskie, 30-701, RP","[50.0496692, 19.9562453]",2019/05/08,,5,2019,,,50.0496692,19.9562453
856,2019-05-10,Starsi Panowie a cappella,Inne koncerty, ul. Krakowska 41 Krakow,"Krakowska, Kazimierz, Stare Miasto, Kraków, małopolskie, 30-510, RP","[50.0461389, 19.9443497]",2019/05/10,,5,2019,,,50.0461389,19.9443497
857,2019-05-09,Juwenalia UEK 2019,Festiwale muzyczne,"Uniwersytet Ekonomiczny, ul. Rakowicka 27","Uniwersytet Ekonomiczny, Rakowicka, Warszawskie, Prądnik Czerwony, Kraków, małopolskie, 31-511, RP","[50.0683711, 19.9526646]",2019/05/09,,5,2019,,,50.0683711,19.9526646
858,2019-05-09,„Wnuki Jozuego”. Spotkanie z Pawłem Smoleńskim,Spotkania i wykłady literackie,"Żydowskie Muzeum Galicja, ul. Dajwór 18","Żydowskie Muzeum Galicja, 18, Dajwór, Kazimierz, Stare Miasto, Kraków, małopolskie, 31060, RP","[50.0508571, 19.9496775]",2019/05/09,,5,2019,,,50.0508571,19.9496775
860,2019-05-05,The Iron Maidens w Kwadracie,Muzyka rozrywkowa, ul. Skarżyńskiego 1 Krakow,"Skarżyńskiego, Stanisława Skarżyńskiego, Osiedle Dywizjonu 303, Czyżyny, Kraków, małopolskie, 31-866, RP","[50.0839729, 19.9965092]",2019/05/05,,5,2019,,,50.0839729,19.9965092
868,2019-05-20,Stare Dobre Małżeństwo w Operze Krakowskiej,Muzyka rozrywkowa,"Opera Krakowska, ul. Lubicz 48","Opera Krakowska, 48, Lubicz, Wesoła, Grzegórzki, Kraków, małopolskie, 31-512, RP","[50.065927, 19.9561894373848]",2019/05/20,,5,2019,,,50.065927,19.9561894373848
874,2019-06-19,Szkwałowiska: Seszele – smak raju i rumu,Spotkania i slajdowiska, ul. Straszewskiego 27 Krakow,"Straszewskiego, 14, Floriana Straszewskiego, Nowy Świat, Stare Miasto, Kraków, małopolskie, 31-101, RP","[50.057566, 19.9327505377702]",2019/06/19,,6,2019,,,50.057566,19.9327505377702
876,2019-06-07,Die Toten Hosen w Studio,Muzyka rozrywkowa,"Klub Studio, ul. Budryka 4","Klub Studio, 4, Witolda Budryka, Miasteczko Studenckie AGH, Krowodrza, Kraków, małopolskie, 30-071, RP","[50.0680241, 19.9082544]",2019/06/07,,6,2019,,,50.0680241,19.9082544
877,2019-06-09,Koncerty familijne w Filharmonii,Inne koncerty, ul. Zwierzyniecka 1 Krakow,"Filharmonia Krakowska imienia Karola Szymanowskiego, 1, Zwierzyniecka, Nowy Świat, Stare Miasto, Kraków, małopolskie, 31-103, RP","[50.05885215, 19.9327404472737]",2019/06/09,,6,2019,,,50.05885215,19.9327404472737
881,2019-07-04-2019-07-07,32. ULICA – Międzynarodowy Festiwal Teatrów Ulicznych,Festiwale,"Rynek Główny, ","Rynek Główny, Stare Miasto, Kraków, małopolskie, RP","[50.0615165, 19.9359481740902]",2019/07/04,2019/07/07,7,2019,7.0,2019.0,50.0615165,19.9359481740902
882,2019-07-05-2019-07-07,Non-Fiction. Festiwal reportażu,Festiwale literackie, ul. Dolnych Młynów 10 Krakow,"Dolnych Młynów, Piasek, Stare Miasto, Kraków, małopolskie, 31-127, RP","[50.0649239, 19.9274825]",2019/07/05,2019/07/07,7,2019,7.0,2019.0,50.0649239,19.9274825
883,2019-07-06,Sons of the East w Żaczku,Muzyka rozrywkowa, al. 3 Maja 5 Krakow,"Centrum Kultury  Rotunda, 5, Aleja 3 Maja, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, małopolskie, 30-063, RP","[50.0603635, 19.9212336]",2019/07/06,,7,2019,,,50.0603635,19.9212336
885,2019-06-26-2019-06-29,III Międzynarodowy Jazzowy Konkurs Gitarowy im. Jarka Śmietany,Muzyka rozrywkowa,"Piwnica Pod Baranami, Rynek Główny 27","Piwnica Pod Baranami, 27, Rynek Główny, Stare Miasto, Kraków, małopolskie, 31-008, RP","[50.0616022, 19.9353977]",2019/06/26,2019/06/29,6,2019,6.0,2019.0,50.0616022,19.9353977
887,2019-07-17,Szkwałowiska: Chorwacja poza sezonem,Spotkania i slajdowiska, ul. Straszewskiego 27 Krakow,"Straszewskiego, 14, Floriana Straszewskiego, Nowy Świat, Stare Miasto, Kraków, małopolskie, 31-101, RP","[50.057566, 19.9327505377702]",2019/07/17,,7,2019,,,50.057566,19.9327505377702
888,2019-08-16-2019-08-17,Kraków Live Festival 2019,Festiwale muzyczne, al. Jana Pawła II 39 Krakow,"39, Aleja Jana Pawła II, Mogiła, Nowa Huta, Kraków, małopolskie, 31-864, RP","[50.07707905, 19.9898487754398]",2019/08/16,2019/08/17,8,2019,8.0,2019.0,50.07707905,19.9898487754398
889,2019-08-05,Of Mice & Men w ZetPeTe,Muzyka rozrywkowa, ul. Dolnych Młynów 10 Krakow,"Dolnych Młynów, Piasek, Stare Miasto, Kraków, małopolskie, 31-127, RP","[50.0649239, 19.9274825]",2019/08/05,,8,2019,,,50.0649239,19.9274825
893,2019-10-07,The Sisters of Mercy w Studio,Muzyka rozrywkowa,"Klub Studio, ul. Budryka 4","Klub Studio, 4, Witolda Budryka, Miasteczko Studenckie AGH, Krowodrza, Kraków, małopolskie, 30-071, RP","[50.0680241, 19.9082544]",2019/10/07,,10,2019,,,50.0680241,19.9082544
896,2019-10-23,Archive: 25,Muzyka rozrywkowa,"Klub Studio, ul. Budryka 4","Klub Studio, 4, Witolda Budryka, Miasteczko Studenckie AGH, Krowodrza, Kraków, małopolskie, 30-071, RP","[50.0680241, 19.9082544]",2019/10/23,,10,2019,,,50.0680241,19.9082544
897,2019-11-03,Deströyer 666 w Kwadracie,Muzyka rozrywkowa, ul. Skarżyńskiego 1 Krakow,"Skarżyńskiego, Stanisława Skarżyńskiego, Osiedle Dywizjonu 303, Czyżyny, Kraków, małopolskie, 31-866, RP","[50.0839729, 19.9965092]",2019/11/03,,11,2019,,,50.0839729,19.9965092
900,2019-12-01,Royal Republic w Kwadracie,Muzyka rozrywkowa, ul. Skarżyńskiego 1 Krakow,"Skarżyńskiego, Stanisława Skarżyńskiego, Osiedle Dywizjonu 303, Czyżyny, Kraków, małopolskie, 31-866, RP","[50.0839729, 19.9965092]",2019/12/01,,12,2019,,,50.0839729,19.9965092
