mx,my,mz,theta,phi,time,R
0.4071371712556674,-0.9130876359613553,0.022589662158537586,88.70559759438929,-65.96835814765006,0.0,129.64314143721663
0.3948991103939742,-0.91830179828959,0.027865747220426455,88.40320359377469,-66.73075040481338,1e-12,130.25504448030128
0.3911758107911318,-0.9194931227355201,0.0389086403512452,87.77013625455754,-66.95386218670612,2e-12,130.44120946044342
0.39650339054214756,-0.917648451363826,0.026577829071486,88.47702322937675,-66.63148518714112,3e-12,130.1748304728926
0.40017746270190935,-0.9157049725164818,0.03663879984457878,87.90028144606913,-66.39391613526517,4e-12,129.99112686490454
0.4076452486053514,-0.9125574791211469,0.032622056795037345,88.1305621510556,-65.92937975177216,5.0000000000000005e-12,129.61773756973244
0.4084737858900399,-0.9120448568405194,0.03637781399994001,87.91524480885477,-65.87402002386284,6e-12,129.576310705498
0.41068215457115953,-0.9117045991904489,0.011614289981446629,89.33453524050122,-65.75056534060795,7e-12,129.46589227144202
0.4109301064829872,-0.9112171496426628,0.028631342668163817,88.35932069239065,-65.72613159434871,8e-12,129.45349467585064
0.3910747490912408,-0.920019194563274,0.025004444772236907,88.5672015161086,-66.97099545687671,9e-12,130.44626254543797
0.4109962721245414,-0.9110598976097475,0.03243342823455887,88.14137549354702,-65.71896802511934,1.0000000000000001e-11,129.45018639377292
0.4114550479584563,-0.9112283049564226,0.019176020331374968,88.90122762008599,-65.69897149828472,1.1e-11,129.4272476020772
0.4160505386898302,-0.9091184683980282,0.020138512197410974,88.84607023855492,-65.40919115123516,1.2e-11,129.1974730655085
0.419028717884237,-0.9077759749336798,0.01891330012186518,88.91628310988084,-65.22198775844535,1.3e-11,129.04856410578816
0.4330984322556033,-0.8999169640846629,0.05074648490666136,87.09119121407628,-64.30012171403416,1.4e-11,128.34507838721984
0.4166100397748338,-0.9079070901342349,0.046268676691661535,87.348053316997,-65.35109673582545,1.5e-11,129.1694980112583
0.406723591986732,-0.9116242714649363,0.05930520548345244,86.60006704477888,-65.9558334964269,1.6e-11,129.6638204006634
0.41501442118531057,-0.90893218091726,0.04006645356423168,87.70374666053749,-65.45877026882266,1.7e-11,129.24927894073446
0.3955398719131589,-0.9170680027978492,0.05034369842677361,87.11429871604913,-66.6690187008412,1.8e-11,130.22300640434204
0.3937028603851133,-0.9172775269122213,0.05999996955315102,86.56018898010932,-66.77060291291643,1.9e-11,130.31485698074434
0.3668653353137131,-0.9295363004216525,0.03704175945584087,87.87717787739591,-68.46205797946513,2.0000000000000002e-11,131.65673323431434
0.3665782821716738,-0.9301376476187448,0.021548074678080356,88.7652907018014,-68.49001189172789,2.1000000000000002e-11,131.6710858914163
0.3524133546964744,-0.9358406490373757,-0.00266590338916827,90.15274519371705,-69.36492542614262,2.2e-11,132.3793322651763
0.3578359714935086,-0.9337764539239931,-0.0038667301987153307,90.22154787298713,-69.03248089214259,2.3e-11,132.10820142532458
0.38031551651705187,-0.9248338482032025,-0.006516219304451932,90.37335450673326,-67.64627192903563,2.4e-11,130.9842241741474
0.3784534134514391,-0.9250331941067338,-0.032963671634813514,91.88902147024905,-67.74934514988371,2.5e-11,131.07732932742803
0.38352212875667097,-0.9212279434643953,-0.06519089609993492,93.73781393072133,-67.39724635261118,2.6e-11,130.82389356216646
0.38674835806243174,-0.9208584361016249,-0.04945147314775031,92.83451678086836,-67.21823874426399,2.7e-11,130.66258209687842
0.3958829813244622,-0.9181973405456771,-0.013795249635346734,90.79043465391331,-66.6765945595551,2.8e-11,130.2058509337769
0.39728168332305497,-0.9176483732222703,-0.009419512647727488,90.53970630109201,-66.59054653326605,2.9e-11,130.13591583384724
0.3946092667986532,-0.9188437011880641,-0.0031271942134965098,90.17917532218806,-66.75827241907392,3e-11,130.26953666006733
0.37607323113154567,-0.9265159004634678,0.011713710541429997,89.32883847448244,-67.90774382620847,3.1e-11,131.19633844342272
0.3928984060190332,-0.9192531496180067,0.02458636746405372,88.59116294857516,-66.85763013894142,3.2e-11,130.35507969904833
0.4003107188063791,-0.9162270104014607,0.016715077610402584,89.04225199701389,-66.39889829222575,3.3e-11,129.98446405968105
0.41208119991476005,-0.9105561684607401,0.032810802411827225,88.11974203150808,-65.650399936721,3.4e-11,129.395940004262
0.4220806585188534,-0.9061208074187891,0.028160256870503643,88.3863228090237,-65.02339816105689,3.5e-11,128.89596707405732
0.40412249716731935,-0.9146858102338518,0.0059055770329671286,89.66163339359889,-66.16340858906423,3.6e-11,129.79387514163403
0.41893873629970335,-0.9079225161079482,-0.012924394446940277,90.74053387200733,-65.23018825326707,3.7e-11,129.05306318501482
0.4183724047028038,-0.9082299352781315,-0.00910580297803359,90.52173128983635,-65.26703261480432,3.8e-11,129.0813797648598
0.4309657600948078,-0.902108756611266,-0.021640352843244826,91.23999768076241,-64.46472487433797,3.9e-11,128.45171199525961
0.42406882889406294,-0.9052985348537272,-0.024498798993277192,91.40381823588902,-64.90020723328375,4.0000000000000004e-11,128.79655855529685
0.4150663342422858,-0.9087921224967267,-0.042624127751373725,92.44292273034546,-65.45272600998159,4.1e-11,129.2466832878857
0.43770681492060043,-0.8990199254006599,-0.013263404715802111,90.75995939504413,-64.03988804416707,4.2000000000000004e-11,128.11465925397
0.4320445850310195,-0.9018450875215624,-0.0035936970656116176,90.20590411790661,-64.40243796874994,4.3e-11,128.39777074844903
0.42653417028618973,-0.9043186760330093,0.016623289571463418,89.04751179505567,-64.74845584169208,4.4e-11,128.6732914856905
0.4333430803805736,-0.9012284911391543,0.0009906792210910564,89.94323825249542,-64.3200781927243,4.5e-11,128.3328459809713
0.4229467275722811,-0.9061483023326848,-0.0033644933484587086,90.19277163275758,-64.97908163382917,4.6e-11,128.85266362138594
0.396969355097928,-0.9178271020143866,-0.002956673977271192,90.16940518711553,-66.61103725726916,4.7e-11,130.1515322451036
0.4073206690074842,-0.9132844510601761,-0.0011764569725042995,90.06740603485214,-65.963348138251,4.8e-11,129.6339665496258
0.41097486094750507,-0.9116289652042531,0.005682734359593298,89.67440155263469,-65.73349416686466,4.9e-11,129.45125695262476
0.4110978207047541,-0.911588696317362,0.0021518731873148155,89.87670665316654,-65.72612331968901,5e-11,129.44510896476228
0.41185423513518143,-0.9112439286493591,-0.003254458618026702,90.18646707257493,-65.67849456980406,5.1e-11,129.4072882432409
0.4142784696442353,-0.9100969674662692,-0.009841717224681155,90.56389796352148,-65.52485037447921,5.2e-11,129.28607651778825
0.39981756626713433,-0.9165944719444012,0.0006983589259764057,89.95998697770384,-66.43321974416357,5.3000000000000004e-11,130.00912168664328
0.4219399134031234,-0.9064706603625429,0.01666287427967035,89.04524344416252,-65.03917430476777,5.4e-11,128.90300432984384
0.41326171015163043,-0.9096704665403746,0.04140532848278066,87.626971044972,-65.56778430904552,5.5000000000000004e-11,129.3369144924185
0.41766663099438783,-0.9078741301200333,0.03632009378554591,87.91855412046331,-65.29525027721049,5.6e-11,129.1166684502806
0.4103408559651413,-0.9119234304861,-0.004004854087008985,90.22946185013839,-65.77354460908668,5.7000000000000003e-11,129.48295720174292
0.4064984347649265,-0.913539429093662,0.014308529794876533,89.18015365501978,-66.01232914184594,5.8e-11,129.67507826175367
0.40287060877972825,-0.9149646927862594,0.023127549286449542,88.6747708769566,-66.2354950476851,5.9e-11,129.8564695610136
0.3980670823841951,-0.9173405000003233,0.005385627288582115,89.69142479461848,-66.5422414761601,6e-11,130.09664588079025
0.3749514441963943,-0.9270103808163997,-0.007947852142032313,90.45538317831922,-67.97795621385411,6.1e-11,131.2524277901803
0.3786551572588914,-0.9254168621702655,-0.014963391733964734,90.85737119026385,-67.74697044654141,6.2e-11,131.06724213705542
0.4009313746603704,-0.9160206232261733,-0.012659014072158498,90.72532745237547,-66.36157445203858,6.3e-11,129.95343126698148
0.38444986926775454,-0.9229801531644066,-0.017490994386109127,91.00221126413926,-67.38675740601876,6.4e-11,130.77750653661226
0.3917814807726861,-0.919892801945462,-0.01745005021449863,90.99986497781708,-66.93089063853509,6.500000000000001e-11,130.4109259613657
0.40885905710303855,-0.9124979846367351,-0.013479594159734805,90.77234724528562,-65.86448491387274,6.6e-11,129.55704714484807
0.3972035336804156,-0.9174643843735613,-0.02210104608006638,91.26639977429528,-66.59046735588879,6.7e-11,130.1398233159792
0.4053322737487544,-0.9141501478191891,-0.0059376005102900935,90.34020144866699,-66.08760137478902,6.8e-11,129.7333863125623
0.4139951630311038,-0.9101686154433414,-0.014180847957739771,90.81252997226235,-65.5413264375553,6.900000000000001e-11,129.3002418484448
0.41400941702488814,-0.9100169360263943,-0.021572639148826997,91.23611706593613,-65.53698379902026,7e-11,129.2995291487556
0.41098968007662523,-0.910835190382459,-0.03829802646955648,92.19485204931806,-65.71401440606915,7.1e-11,129.45051599616875
0.41256319734971864,-0.909763959513227,-0.046055902590139836,92.63974261486612,-65.60647894289767,7.2e-11,129.37184013251408
0.4421826530534589,-0.8951975874187664,-0.05563974135655492,93.18956950008473,-63.71294098237541,7.3e-11,127.89086734732706
0.45592627975663597,-0.8887291762735374,-0.04787148073157451,92.7438825024162,-62.84175725548672,7.4e-11,127.2036860121682
0.48104321857306753,-0.8745446550257935,-0.0613927376053541,93.51975815807164,-61.18701031604054,7.5e-11,125.94783907134662
0.49101093455378714,-0.8692952710229203,-0.056868215426582706,93.26006751825251,-60.54059148359806,7.6e-11,125.44945327231063
0.4926180617931494,-0.8677801304586098,-0.06546060171125176,93.75330000238138,-60.41745710822521,7.7e-11,125.36909691034253
0.5007988298766171,-0.8632323769742509,-0.06348539467937185,93.6398930083803,-59.880106115303846,7.8e-11,124.96005850616915
0.5077080191809542,-0.8608051785494751,-0.03531305483469338,92.02370975078037,-59.46764304372404,7.9e-11,124.61459904095229
0.5107604888753627,-0.8588543501136152,-0.03863843028281725,92.21437019811252,-59.260060187529305,8.000000000000001e-11,124.46197555623186
0.510691520172638,-0.8581263967562932,-0.0530401585010902,93.04040393843401,-59.24211226896038,8.1e-11,124.4654239913681
0.5193179653145388,-0.8539457344416235,-0.03294743587176462,91.88809072398475,-58.6945716261531,8.2e-11,124.03410173427307
0.5323782942655636,-0.8458638377279746,-0.0329805976142255,91.88999178502144,-57.81409655825146,8.3e-11,123.38108528672181
0.5453741724734337,-0.8377751916579005,-0.026452603680653736,91.5157993607293,-56.93671212591907,8.400000000000001e-11,122.73129137632831
