current_density,frequencies,amplitudes
3000000000.0,1792858423.470302,965.4090702772315
3000000000.0,1800001285.7152038,961.5808383539191
3000000000.0,1807144147.9601054,957.7828366470777
3000000000.0,1814287010.2050068,954.0147086774282
3000000000.0,1821429872.4499085,950.2761034307371
3000000000.0,1828572734.6948102,946.5666754685227
3000000000.0,1835715596.9397118,942.8860846292354
3000000000.0,1842858459.1846135,939.2339960997019
3000000000.0,1850001321.429515,935.6100801511371
3000000000.0,1857144183.6744165,932.0140121898171
3000000000.0,1864287045.9193182,928.4454725305784
3000000000.0,1871429908.1642199,924.9041463967029
3000000000.0,1878572770.4091213,921.3897237784806
3000000000.0,1885715632.654023,917.9018993476794
3000000000.0,1892858494.8989246,914.4403724007899
3000000000.0,1900001357.1438262,911.004846718369
3000000000.0,1907144219.3887277,907.5950305362169
3000000000.0,1914287081.6336293,904.210636431831
3000000000.0,1921429943.878531,900.8513812286969
3000000000.0,1928572806.1234326,897.5169859891389
3000000000.0,1935715668.3683343,894.207175811026
3000000000.0,1942858530.6132357,890.9216799230654
3000000000.0,1950001392.8581374,887.6602314065349
3000000000.0,1957144255.103039,884.4225673507028
3000000000.0,1964287117.3479407,881.2084285430062
3000000000.0,1971429979.592842,878.0175596406701
3000000000.0,1978572841.8377438,874.8497088681912
3000000000.0,1985715704.0826454,871.7046281736062
3000000000.0,1992858566.327547,868.5820729651678
3000000000.0,2000001428.5724485,865.4818022074318
3000000000.0,2007144290.8173501,862.4035782527433
3000000000.0,2014287153.0622518,859.3471668272024
3000000000.0,2021430015.3071535,856.3123369842526
3000000000.0,2028572877.5520551,853.2988609839592
3000000000.0,2035715739.7969565,850.3065143272763
3000000000.0,2042858602.0418582,847.33507560781
3000000000.0,2050001464.2867599,844.3843265261247
3000000000.0,2057144326.5316615,841.4540518089484
3000000000.0,2064287188.776563,838.5440391367038
3000000000.0,2071430051.0214646,835.654079152507
3000000000.0,2078572913.2663662,832.7839653290521
3000000000.0,2085715775.511268,829.9334940045931
3000000000.0,2092858637.7561693,827.1024642648589
3000000000.0,2100001500.001071,824.2906779396586
3000000000.0,2107144362.2459726,821.4979395445025
3000000000.0,2114287224.4908743,818.7240562188307
3000000000.0,2121430086.735776,815.9688377139832
3000000000.0,2128572948.9806774,813.232096316142
3000000000.0,2135715811.225579,810.513646830733
3000000000.0,2142858673.4704807,807.8133065249083
3000000000.0,2150001535.715382,805.1308950856928
3000000000.0,2157144397.9602838,802.4662346015307
3000000000.0,2164287260.2051854,799.8191494775214
3000000000.0,2171430122.450087,797.1894664722809
3000000000.0,2178572984.6949887,794.5770145485491
3000000000.0,2185715846.9398904,791.9816249876266
3000000000.0,2192858709.184792,789.403131161643
3000000000.0,2200001571.4296937,786.8413687204917
3000000000.0,2207144433.674595,784.2961753216438
3000000000.0,2214287295.9194965,781.767390825493
3000000000.0,2221430158.164398,779.2548570520075
3000000000.0,2228573020.4093,776.7584179246676
3000000000.0,2235715882.6542015,774.2779193033037
3000000000.0,2242858744.899103,771.8132090471127
3000000000.0,2250001607.144005,769.3641369182756
3000000000.0,2257144469.3889065,766.9305545991455
3000000000.0,2264287331.6338077,764.512315623859
3000000000.0,2271430193.8787093,762.1092753813887
3000000000.0,2278573056.123611,759.7212910630395
3000000000.0,2285715918.3685126,757.3482216425151
3000000000.0,2292858780.6134143,754.9899278634462
3000000000.0,2300001642.858316,752.6462721675964
3000000000.0,2307144505.1032176,750.3171187400973
3000000000.0,2314287367.3481193,748.0023333927074
3000000000.0,2321430229.593021,745.7017836363686
3000000000.0,2328573091.837922,743.4153385614595
3000000000.0,2335715954.0828238,741.1428688924593
3000000000.0,2342858816.3277254,738.8842469066199
3000000000.0,2350001678.572627,736.6393464413943
3000000000.0,2357144540.8175287,734.4080428646176
3000000000.0,2364287403.0624304,732.1902130373722
3000000000.0,2371430265.307332,729.985735320516
3000000000.0,2378573127.5522337,727.7944895091177
3000000000.0,2385715989.7971354,725.6163568731217
3000000000.0,2392858852.0420365,723.451220048442
3000000000.0,2400001714.286938,721.2989631287245
3000000000.0,2407144576.53184,719.1594715114562
3000000000.0,2414287438.7767415,717.0326320239038
3000000000.0,2421430301.021643,714.9183327544333
3000000000.0,2428573163.266545,712.8164631725381
3000000000.0,2435716025.5114465,710.7269139862757
3000000000.0,2442858887.756348,708.6495772281794
3000000000.0,2450001750.0012493,706.584346148596
3000000000.0,2457144612.246151,704.5311152733946
3000000000.0,2464287474.4910526,702.489780317538
3000000000.0,2471430336.7359543,700.4602382318061
3000000000.0,2478573198.980856,698.4423871231184
3000000000.0,2485716061.2257576,696.4361262947955
3000000000.0,2492858923.4706593,694.4413561865673
3000000000.0,2500001785.715561,692.4579783791135
3000000000.0,2507144647.9604626,690.4858955813004
3000000000.0,2514287510.2053638,688.5250115883374
3000000000.0,2521430372.4502654,686.5752313120265
3000000000.0,2528573234.695167,684.6364607045109
3000000000.0,2535716096.9400687,682.7086068108915
3000000000.0,2542858959.1849704,680.7915776872005
3000000000.0,2550001821.429872,678.8852824494019
3000000000.0,2557144683.6747737,676.9896311958348
3000000000.0,2564287545.9196754,675.1045350642521
3000000000.0,2571430408.164577,673.2299061313335
3000000000.0,2578573270.409478,671.3656575049422
3000000000.0,2585716132.65438,669.5117031826671
3000000000.0,2592858994.8992815,667.6679581890716
3000000000.0,2600001857.144183,665.8343383960248
3000000000.0,2607144719.389085,664.0107606824362
3000000000.0,2614287581.6339865,662.1971427516107
3000000000.0,2621430443.878888,660.393403281555
3000000000.0,2628573306.12379,658.5994617618198
3000000000.0,2635716168.368691,656.8152386198683
3000000000.0,2642859030.6135926,655.0406550806712
3000000000.0,2650001892.8584943,653.2756332722994
3000000000.0,2657144755.103396,651.5200961182311
3000000000.0,2664287617.3482976,649.7739673952605
3000000000.0,2671430479.5931993,648.037171679663
3000000000.0,2678573341.838101,646.3096343528513
3000000000.0,2685716204.0830026,644.5912816010365
3000000000.0,2692859066.327904,642.8820403761894
3000000000.0,2700001928.5728054,641.1818384152223
3000000000.0,2707144790.817707,639.490604213449
3000000000.0,2714287653.0626087,637.808267012456
3000000000.0,2721430515.3075104,636.1347568106079
3000000000.0,2728573377.552412,634.470004318322
3000000000.0,2735716239.7973137,632.8139409900303
3000000000.0,2742859102.0422153,631.1664989777706
3000000000.0,2750001964.287117,629.5276111459636
3000000000.0,2757144826.5320187,627.8972110521008
3000000000.0,2764287688.77692,626.2752329391376
3000000000.0,2771430551.0218215,624.661611729525
3000000000.0,2778573413.266723,623.0562830131767
3000000000.0,2785716275.511625,621.4591830379042
3000000000.0,2792859137.7565265,619.8702487098943
3000000000.0,2800002000.001428,618.2894175680996
3000000000.0,2807144862.24633,616.716627798847
3000000000.0,2814287724.4912314,615.1518182048492
3000000000.0,2821430586.7361326,613.5949282159785
3000000000.0,2828573448.9810343,612.0458978680387
3000000000.0,2835716311.225936,610.5046678049712
3000000000.0,2842859173.4708376,608.97117926197
3000000000.0,2850002035.7157393,607.4453740681471
3000000000.0,2857144897.960641,605.9271946285941
3000000000.0,2864287760.2055426,604.4165839287718
3000000000.0,2871430622.450444,602.913485515584
3000000000.0,2878573484.695346,601.4178434962951
3000000000.0,2885716346.940247,599.9296025362324
3000000000.0,2892859209.1851487,598.4487078397108
3000000000.0,2900002071.4300504,596.9751051577459
3000000000.0,2907144933.674952,595.5087407684338
3000000000.0,2914287795.9198537,594.0495614767623
3000000000.0,2921430658.1647553,592.5975146133186
3000000000.0,2928573520.409657,591.1525480133416
3000000000.0,2935716382.6545587,589.7146100283782
3000000000.0,2942859244.8994603,588.2836495059145
3000000000.0,2950002107.1443615,586.8596157837171
3000000000.0,2957144969.389263,585.4424587061586
3000000000.0,2964287831.634165,584.032128573277
3000000000.0,2971430693.8790665,582.628576196706
3000000000.0,2978573556.123968,581.2317528220245
3000000000.0,2985716418.36887,579.8416101973738
3000000000.0,2992859280.6137714,578.4581005006245
3000000000.0,3000002142.858673,577.081176389824
3000000000.0,3007145005.1035743,575.7107909506913
3000000000.0,3014287867.348476,574.346897733234
3000000000.0,3021430729.5933776,572.9894507068418
3000000000.0,3028573591.8382792,571.6384042952432
3000000000.0,3035716454.083181,570.2937133307679
3000000000.0,3042859316.3280826,568.9553330894012
3000000000.0,3050002178.572984,567.6232192452567
3000000000.0,3057145040.817886,566.2973279056529
3000000000.0,3064287903.0627875,564.9776155730561
3000000000.0,3071430765.3076887,563.6640391620497
3000000000.0,3078573627.5525904,562.3565559824483
3000000000.0,3085716489.797492,561.055123741234
3000000000.0,3092859352.0423937,559.7597005388452
3000000000.0,3100002214.2872953,558.4702448500741
3000000000.0,3107145076.532197,557.1867155539825
3000000000.0,3114287938.7770987,555.9090718711918
3000000000.0,3121430801.0220003,554.6372734442413
3000000000.0,3128573663.266902,553.371280221193
3000000000.0,3135716525.511803,552.1110525899048
3000000000.0,3142859387.756705,550.8565512167031
3000000000.0,3150002250.0016065,549.6077372061203
3000000000.0,3157145112.246508,548.3645719374031
3000000000.0,3164287974.49141,547.1270172064383
3000000000.0,3171430836.7363114,545.895035095606
3000000000.0,3178573698.981213,544.6685880761707
3000000000.0,3185716561.2261147,543.4476389155564
3000000000.0,3192859423.471016,542.2321507467979
3000000000.0,3200002285.7159176,541.022087004967
3000000000.0,3207145147.9608192,539.817411474286
3000000000.0,3214288010.205721,538.618088240576
3000000000.0,3221430872.4506226,537.4240817237823
3000000000.0,3228573734.695524,536.2353566466031
3000000000.0,3235716596.940426,535.0518780514801
3000000000.0,3242859459.1853275,533.8736112833316
3000000000.0,3250002321.430229,532.7005219975455
3000000000.0,3257145183.6751304,531.532576139586
3000000000.0,3264288045.920032,530.3697399699232
3000000000.0,3271430908.1649337,529.2119800209879
3000000000.0,3278573770.4098353,528.0592631436746
3000000000.0,3285716632.654737,526.9115564479241
3000000000.0,3292859494.8996387,525.7688273571968
3000000000.0,3300002357.1445403,524.6310435522663
3000000000.0,3307145219.389442,523.4981730110634
3000000000.0,3314288081.6343436,522.3701839771345
3000000000.0,3321430943.879245,521.2470449695496
3000000000.0,3328573806.1241465,520.1287247824367
3000000000.0,3335716668.369048,519.0151924651933
3000000000.0,3342859530.61395,517.9064173504096
3000000000.0,3350002392.8588514,516.80236900522
3000000000.0,3357145255.103753,515.7030172910651
3000000000.0,3364288117.3486547,514.6083322817287
3000000000.0,3371430979.5935564,513.5182843563155
3000000000.0,3378573841.8384576,512.4328440851207
3000000000.0,3385716704.0833592,511.35198234827783
3000000000.0,3392859566.328261,510.27567021209967
3000000000.0,3400002428.5731626,509.20387903966457
3000000000.0,3407145290.818064,508.13658038652756
3000000000.0,3414288153.062966,507.0737460874846
3000000000.0,3421431015.3078675,506.0153481758305
3000000000.0,3428573877.552769,504.96135895188206
3000000000.0,3435716739.797671,503.91175091239415
3000000000.0,3442859602.042572,502.8664968173782
3000000000.0,3450002464.2874737,501.8255696161773
3000000000.0,3457145326.5323753,500.788942516272
3000000000.0,3464288188.777277,499.75658891586255
3000000000.0,3471431051.0221786,498.72848245435677
3000000000.0,3478573913.2670803,497.70459697604866
3000000000.0,3485716775.511982,496.684906539154
3000000000.0,3492859637.7568836,495.6693854248939
3000000000.0,3500002500.0017853,494.6580081058586
3000000000.0,3507145362.2466865,493.6507492850441
3000000000.0,3514288224.491588,492.6475838459044
3000000000.0,3521431086.73649,491.64848690392404
3000000000.0,3528573948.9813914,490.65343374414897
3000000000.0,3535716811.226293,489.66239988588484
3000000000.0,3542859673.4711947,488.6753610100281
3000000000.0,3550002535.7160964,487.6922930270704
3000000000.0,3557145397.960998,486.7131720107881
3000000000.0,3564288260.2058992,485.73797425275666
3000000000.0,3571431122.450801,484.7666762120982
3000000000.0,3578573984.6957026,483.79925455345483
3000000000.0,3585716846.940604,482.83568611345777
3000000000.0,3592859709.185506,481.8759479251112
3000000000.0,3600002571.4304075,480.92001718932454
3000000000.0,3607145433.675309,479.96787130686107
3000000000.0,3614288295.920211,479.0194878324997
3000000000.0,3621431158.1651125,478.0748445256496
3000000000.0,3628574020.4100137,477.1339192925847
3000000000.0,3635716882.6549153,476.19669023938866
3000000000.0,3642859744.899817,475.263135622757
3000000000.0,3650002607.1447186,474.3332338823236
3000000000.0,3657145469.3896203,473.40696362204227
3000000000.0,3664288331.634522,472.4843036093445
3000000000.0,3671431193.8794236,471.56523278534115
3000000000.0,3678574056.1243253,470.64973024353543
3000000000.0,3685716918.369227,469.7377752499456
3000000000.0,3692859780.614128,468.8293472229301
3000000000.0,3700002642.85903,467.92442574511773
3000000000.0,3707145505.1039314,467.02299055355627
3000000000.0,3714288367.348833,466.12502154136195
3000000000.0,3721431229.5937347,465.2304987577367
3000000000.0,3728574091.8386364,464.33940240147007
3000000000.0,3735716954.083538,463.45171282751176
3000000000.0,3742859816.3284397,462.56741053459433
3000000000.0,3750002678.5733414,461.6864761768592
3000000000.0,3757145540.8182425,460.8088905485435
3000000000.0,3764288403.063144,459.93463459356616
3000000000.0,3771431265.308046,459.06368940369094
3000000000.0,3778574127.5529475,458.1960362003597
3000000000.0,3785716989.797849,457.33165636939714
3000000000.0,3792859852.042751,456.47053140641293
3000000000.0,3800002714.2876525,455.6126429806671
3000000000.0,3807145576.532554,454.7579728634419
3000000000.0,3814288438.7774553,453.9065029967327
3000000000.0,3821431301.022357,453.0582154268274
3000000000.0,3828574163.2672586,452.2130923584537
3000000000.0,3835717025.5121603,451.3711161114217
3000000000.0,3842859887.757062,450.53226914914416
3000000000.0,3850002750.0019636,449.69653405581874
3000000000.0,3857145612.2468653,448.86389355156365
3000000000.0,3864288474.491767,448.0343304804479
3000000000.0,3871431336.7366686,447.2078278118296
3000000000.0,3878574198.98157,446.38436864819306
3000000000.0,3885717061.2264714,445.56393620241863
3000000000.0,3892859923.471373,444.74651382971814
3000000000.0,3900002785.7162747,443.93208498323526
3000000000.0,3907145647.9611764,443.12063326387045
3000000000.0,3914288510.206078,442.3121423655344
3000000000.0,3921431372.4509797,441.5065961250829
3000000000.0,3928574234.6958814,440.70397847497753
3000000000.0,3935717096.940783,439.9042734856298
3000000000.0,3942859959.185684,439.1074653227288
3000000000.0,3950002821.430586,438.3135382839545
3000000000.0,3957145683.6754875,437.5224767627688
3000000000.0,3964288545.920389,436.7342652858109
3000000000.0,3971431408.165291,435.94888846778946
3000000000.0,3978574270.4101925,435.16633105736645
3000000000.0,3985717132.655094,434.38657788991065
3000000000.0,3992859994.899996,433.60961393007744
3000000000.0,4000002857.144897,432.8354242316735
3000000000.0,4007145719.3897986,432.06399397083834
3000000000.0,4014288581.6347003,431.29530841485575
3000000000.0,4021431443.879602,430.52935294848766
3000000000.0,4028574306.1245036,429.7661130496385
3000000000.0,4035717168.3694053,429.00557430599434
3000000000.0,4042860030.614307,428.2477224042891
3000000000.0,4050002892.8592086,427.49254313001063
3000000000.0,4057145755.1041102,426.74002237685636
3000000000.0,4064288617.3490114,425.9901461238886
3000000000.0,4071431479.593913,425.2429004660054
3000000000.0,4078574341.8388147,424.4982715768895
3000000000.0,4085717204.0837164,423.7562457431451
3000000000.0,4092860066.328618,423.01680933591
3000000000.0,4100002928.5735197,422.27994882663927
3000000000.0,4107145790.8184214,421.5456507804342
3000000000.0,4114288653.063323,420.81390185260494
3000000000.0,4121431515.3082247,420.08468879590237
3000000000.0,4128574377.553126,419.35799845073865
3000000000.0,4135717239.7980275,418.63381774696876
3000000000.0,4142860102.042929,417.91213371330997
3000000000.0,4150002964.287831,417.1929334546472
3000000000.0,4157145826.5327325,416.47620417894103
3000000000.0,4164288688.777634,415.76193316534017
3000000000.0,4171431551.022536,415.05010779988663
3000000000.0,4178574413.2674375,414.3407155331979
3000000000.0,4185717275.5123386,413.63374392281935
3000000000.0,4192860137.7572403,412.92918059014306
3000000000.0,4200003000.002142,412.2270132619066
3000000000.0,4207145862.2470436,411.5272297287707
3000000000.0,4214288724.4919453,410.82981787963195
3000000000.0,4221431586.736847,410.13476567337534
