J0,Ts,me
1e-20,954.8190954773869,3.17930243909359e-07
1e-20,959.8391959798994,3.0919909477233887e-07
1e-20,964.859296482412,3.005843609571457e-07
1e-20,969.8793969849246,2.9243528842926025e-07
1e-20,974.8994974874371,2.845190465450287e-07
1e-20,979.9195979899497,3.259629011154175e-07
1e-20,984.9396984924622,3.173481673002243e-07
1e-20,989.9597989949748,3.0919909477233887e-07
1e-20,994.9798994974874,3.0105002224445343e-07
1e-20,1000.0,2.9313378036022186e-07
2e-20,1.0,0.9993091976072707
2e-20,6.0201005025125625,0.9958267576828929
2e-20,11.040201005025125,0.9923196847164667
2e-20,16.060301507537687,0.9887874485765731
2e-20,21.08040201005025,0.9852294996887349
2e-20,26.100502512562812,0.9816452721054956
2e-20,31.120603015075375,0.9780341677895514
2e-20,36.14070351758794,0.9743955759683464
2e-20,41.1608040201005,0.9707288652838132
2e-20,46.18090452261306,0.9670333622383455
2e-20,51.201005025125625,0.9633083829197738
2e-20,56.22110552763819,0.9595532104730995
2e-20,61.24120603015075,0.9557671083332745
2e-20,66.26130653266331,0.9519492808062985
2e-20,71.28140703517587,0.9480989254716662
2e-20,76.30150753768844,0.9442152089326402
2e-20,81.321608040201,0.940297224764774
2e-20,86.34170854271356,0.9363440744921663
2e-20,91.36180904522612,0.9323547678170301
2e-20,96.38190954773869,0.928328306467249
2e-20,101.40201005025125,0.924263649370842
2e-20,106.42211055276381,0.9201596559508253
2e-20,111.44221105527637,0.9160151770399837
2e-20,116.46231155778894,0.911829011274933
2e-20,121.4824120603015,0.9075998345333247
2e-20,126.50251256281406,0.9033263358157717
2e-20,131.52261306532662,0.8990070486176898
2e-20,136.5427135678392,0.894640516718222
2e-20,141.56281407035175,0.8902251103069451
2e-20,146.5829145728643,0.8857592071762055
2e-20,151.60301507537687,0.8812409911106848
2e-20,156.62311557788945,0.8766686518249238
2e-20,161.643216080402,0.87204019203753
2e-20,166.66331658291455,0.8673535021031069
2e-20,171.68341708542712,0.862606442623396
2e-20,176.7035175879397,0.8577966309889683
2e-20,181.72361809045225,0.8529216862277551
2e-20,186.7437185929648,0.8479789949224295
2e-20,191.76381909547737,0.8429658404997551
2e-20,196.78391959798995,0.837879327481767
2e-20,201.8040201005025,0.8327165285162536
2e-20,206.82412060301505,0.8274742539586794
2e-20,211.84422110552762,0.8221491994331315
2e-20,216.8643216080402,0.8167379042577801
2e-20,221.88442211055275,0.8112367476641029
2e-20,226.9045226130653,0.8056419447839396
2e-20,231.92462311557787,0.7999495422620386
2e-20,236.94472361809045,0.7941554133417293
2e-20,241.964824120603,0.7882552522625093
2e-20,246.98492462311555,0.7822445678000467
2e-20,252.00502512562812,0.7761186757705538
2e-20,257.0251256281407,0.7698727520165102
2e-20,262.04522613065325,0.7635015812543213
2e-20,267.0653266331658,0.7569999635423965
2e-20,272.0854271356784,0.7503622194313015
2e-20,277.10552763819095,0.7435826660335496
2e-20,282.1256281407035,0.7366550910939006
2e-20,287.14572864321605,0.7295732626459522
2e-20,292.1658291457286,0.72233042573698
2e-20,297.1859296482412,0.7149195532338752
2e-20,302.20603015075375,0.707333244849
2e-20,307.2261306532663,0.6995636916137118
2e-20,312.2462311557789,0.691602722188368
2e-20,317.26633165829145,0.6834414164681397
2e-20,322.286432160804,0.6750706457508262
2e-20,327.30653266331655,0.6664804149988424
2e-20,332.3266331658291,0.6576601357856566
2e-20,337.3467336683417,0.6485984579681342
2e-20,342.36683417085425,0.639283175261108
2e-20,347.3869346733668,0.629701223938828
2e-20,352.4070351758794,0.6198382431898473
2e-20,357.42713567839195,0.6096787296623918
2e-20,362.4472361809045,0.5992058710345277
2e-20,367.46733668341705,0.588401005709609
2e-20,372.4874371859296,0.5772436944839064
2e-20,377.5075376884422,0.5657114267680996
2e-20,382.52763819095475,0.5537788993771066
2e-20,387.5477386934673,0.541418033324526
2e-20,392.5678391959799,0.5285969223216811
2e-20,397.58793969849245,0.5152797680291942
2e-20,402.608040201005,0.5014250620077696
2e-20,407.62814070351754,0.48698536393047975
2e-20,412.6482412060301,0.47190541808583164
2e-20,417.6683417085427,0.4561198579371396
2e-20,422.68844221105525,0.4395510926619153
2e-20,427.7085427135678,0.42210514322007997
2e-20,432.7286432160804,0.4036668162190351
2e-20,437.74874371859295,0.38409101362865794
2e-20,442.7688442211055,0.3631925904786788
2e-20,447.78894472361804,0.3407261396125657
2e-20,452.8090452261306,0.3163558186006019
2e-20,457.8291457286432,0.2895993370401013
2e-20,462.84924623115575,0.2597184109536339
2e-20,467.8693467336683,0.2254709225053282
2e-20,472.8894472361809,0.184483642380894
2e-20,477.90954773869345,0.13103129820752676
2e-20,482.929648241206,0.060719934576233967
2e-20,487.94974874371854,0.013909220662947966
2e-20,492.9698492462311,0.002270934907469764
2e-20,497.9899497487437,0.0003444855856468109
2e-20,503.01005025125625,5.198833891876901e-05
2e-20,508.0301507537688,1.9110615539830178e-05
2e-20,513.0502512562814,1.5886285837041214e-05
2e-20,518.0703517587939,1.3569031580118462e-05
2e-20,523.0904522613065,1.1975476809311658e-05
2e-20,528.1105527638191,1.0555922926869243e-05
2e-20,533.1306532663316,9.516770660411566e-06
2e-20,538.1507537688442,8.64415051182732e-06
2e-20,543.1708542713568,7.912050932645798e-06
2e-20,548.1909547738693,7.231064955703914e-06
2e-20,553.2110552763819,6.760186806786805e-06
2e-20,558.2311557788944,6.35695323580876e-06
2e-20,563.251256281407,5.915455403737724e-06
2e-20,568.2713567839196,5.527952453121543e-06
2e-20,573.2914572864321,5.299625627230853e-06
2e-20,578.3115577889447,5.0108355935662985e-06
2e-20,583.3316582914572,4.790475941263139e-06
2e-20,588.3517587939698,4.440487828105688e-06
2e-20,593.3718592964824,4.264467861503363e-06
2e-20,598.3919597989949,4.076020559296012e-06
2e-20,603.4120603015075,3.858222044073045e-06
2e-20,608.4321608040201,3.7543068174272776e-06
2e-20,613.4522613065326,3.5934208426624537e-06
2e-20,618.4723618090452,3.5220436984673142e-06
2e-20,623.4924623115578,3.3738178899511695e-06
2e-20,628.5125628140703,3.297551302239299e-06
2e-20,633.5326633165829,3.1307718018069863e-06
2e-20,638.5527638190954,3.022665623575449e-06
2e-20,643.572864321608,2.9665243346244097e-06
2e-20,648.5929648241206,2.8073700377717614e-06
2e-20,653.6130653266331,2.6923080440610647e-06
2e-20,658.6331658291457,2.6158668333664536e-06
2e-20,663.6532663316582,2.5742047000676394e-06
2e-20,668.6733668341708,2.565066097304225e-06
2e-20,673.6934673366834,2.4408800527453423e-06
2e-20,678.7135678391959,2.3454485926777124e-06
2e-20,683.7336683417085,2.2753665689378977e-06
2e-20,688.7537688442211,2.228101948276162e-06
2e-20,693.7738693467336,2.2019376046955585e-06
2e-20,698.7939698492462,2.1957093849778175e-06
2e-20,703.8140703517588,2.0702427718788385e-06
2e-20,708.8341708542713,2.0985607989132404e-06
2e-20,713.8542713567839,2.006563590839505e-06
2e-20,718.8743718592964,1.930748112499714e-06
2e-20,723.894472361809,2.002663677558303e-06
2e-20,728.9145728643216,1.952605089172721e-06
2e-20,733.9346733668341,1.9151484593749046e-06
2e-20,738.9547738693467,1.7584534361958504e-06
2e-20,743.9748743718592,1.7430575098842382e-06
2e-20,748.9949748743718,1.7375859897583723e-06
2e-20,754.0150753768844,1.7417187336832285e-06
2e-20,759.0351758793969,1.6276026144623756e-06
2e-20,764.0552763819095,1.6475969459861517e-06
2e-20,769.0753768844221,1.676526153460145e-06
2e-20,774.0954773869346,1.5857513062655926e-06
2e-20,779.1155778894472,1.6287376638501883e-06
2e-20,784.1356783919598,1.5520199667662382e-06
2e-20,789.1557788944723,1.483625965192914e-06
2e-20,794.1758793969849,1.5437253750860691e-06
2e-20,799.1959798994974,1.4860706869512796e-06
2e-20,804.21608040201,1.4349061530083418e-06
2e-20,809.2361809045226,1.3895623851567507e-06
2e-20,814.2562814070351,1.3496028259396553e-06
2e-20,819.2763819095477,1.4321703929454088e-06
2e-20,824.2964824120602,1.3999524526298046e-06
2e-20,829.3165829145728,1.3722456060349941e-06
2e-20,834.3366834170854,1.3487006071954966e-06
2e-20,839.3567839195979,1.3291137292981148e-06
2e-20,844.3768844221105,1.313252141699195e-06
2e-20,849.3969849246231,1.300883013755083e-06
2e-20,854.4170854271356,1.291919033974409e-06
2e-20,859.4371859296482,1.1735246516764164e-06
2e-20,864.4572864321608,1.1703232303261757e-06
2e-20,869.4773869346733,1.1700321920216084e-06
2e-20,874.4974874371859,1.1724187061190605e-06
2e-20,879.5175879396984,1.1776573956012726e-06
2e-20,884.537688442211,1.1855736374855042e-06
2e-20,889.5577889447236,1.0868534445762634e-06
2e-20,894.5778894472361,1.098494976758957e-06
2e-20,899.5979899497487,1.112581230700016e-06
2e-20,904.6180904522612,1.1292868293821812e-06
2e-20,909.6381909547738,1.0408693924546242e-06
2e-20,914.6582914572864,1.0603689588606358e-06
2e-20,919.6783919597989,1.08242966234684e-06
2e-20,924.6984924623115,1.0013463906943798e-06
2e-20,929.7185929648241,1.0257354006171227e-06
2e-20,934.7386934673366,1.0527437552809715e-06
2e-20,939.7587939698492,9.772484190762043e-07
2e-20,944.7788944723618,1.006352249532938e-06
2e-20,949.7989949748743,9.361538104712963e-07
2e-20,954.8190954773869,9.670620784163475e-07
2e-20,959.8391959798994,1.0008225217461586e-06
2e-20,964.859296482412,9.339419193565845e-07
2e-20,969.8793969849246,9.695650078356266e-07
2e-20,974.8994974874371,9.065261110663414e-07
2e-20,979.9195979899497,9.437790140509605e-07
2e-20,984.9396984924622,8.841161616146564e-07
2e-20,989.9597989949748,9.231735020875931e-07
2e-20,994.9798994974874,8.661882020533085e-07
2e-20,1000.0,9.069917723536491e-07
3e-20,1.0,0.9995395712172027
3e-20,6.0201005025125625,0.9972217303612211
3e-20,11.040201005025125,0.9948930337275464
3e-20,16.060301507537687,0.9925533274249102
3e-20,21.08040201005025,0.990202453795369
3e-20,26.100502512562812,0.987840251381237
3e-20,31.120603015075375,0.9854665547955765
3e-20,36.14070351758794,0.983081198122673
3e-20,41.1608040201005,0.9806840013055219
3e-20,46.18090452261306,0.9782747892527723
3e-20,51.201005025125625,0.9758533794503356
3e-20,56.22110552763819,0.9734195847150872
3e-20,61.24120603015075,0.9709732190659723
3e-20,66.26130653266331,0.9685140741948427
3e-20,71.28140703517587,0.966041953164267
3e-20,76.30150753768844,0.9635566483485545
3e-20,81.321608040201,0.9610579465240315
3e-20,86.34170854271356,0.9585456374023003
3e-20,91.36180904522612,0.9560194794021211
3e-20,96.38190954773869,0.953479249027424
3e-20,101.40201005025125,0.9509247084234864
3e-20,106.42211055276381,0.9483556129568328
3e-20,111.44221105527637,0.9457717227781589
3e-20,116.46231155778894,0.9431727564034584
3e-20,121.4824120603015,0.9405584578898422
3e-20,126.50251256281406,0.937928552612673
3e-20,131.52261306532662,0.9352827717947534
3e-20,136.5427135678392,0.9326207969622365
3e-20,141.56281407035175,0.9299423403762597
3e-20,146.5829145728643,0.9272470920093343
3e-20,151.60301507537687,0.9245347487796629
3e-20,156.62311557788945,0.9218049485821487
3e-20,161.643216080402,0.9190573658048484
3e-20,166.66331658291455,0.9162916482945009
3e-20,171.68341708542712,0.9135074520580931
3e-20,176.7035175879397,0.9107043629360111
3e-20,181.72361809045225,0.907882009956613
3e-20,186.7437185929648,0.9050400121331399
3e-20,191.76381909547737,0.9021779115381522
3e-20,196.78391959798995,0.8992952963133877
3e-20,201.8040201005025,0.8963917430608833
3e-20,206.82412060301505,0.8934667435921666
3e-20,211.84422110552762,0.8905198392331071
3e-20,216.8643216080402,0.8875505581772688
3e-20,221.88442211055275,0.8845583346834394
3e-20,226.9045226130653,0.8815426568795394
3e-20,231.92462311557787,0.8785029982326908
3e-20,236.94472361809045,0.8754387275837016
3e-20,241.964824120603,0.8723493027556428
3e-20,246.98492462311555,0.8692340480623855
3e-20,252.00502512562812,0.8660923469523648
3e-20,257.0251256281407,0.8629235659133605
3e-20,262.04522613065325,0.8597269506501979
3e-20,267.0653266331658,0.8565018491314994
3e-20,272.0854271356784,0.8532474542847106
3e-20,277.10552763819095,0.849963064106598
3e-20,282.1256281407035,0.8466478156775963
3e-20,287.14572864321605,0.8433009552600179
3e-20,292.1658291457286,0.839921561134555
3e-20,297.1859296482412,0.8365088263720479
3e-20,302.20603015075375,0.8330617675632229
3e-20,307.2261306532663,0.8295795234192006
3e-20,312.2462311557789,0.8260610459231595
3e-20,317.26633165829145,0.8225054185110606
3e-20,322.286432160804,0.818911525488816
3e-20,327.30653266331655,0.8152783943054557
3e-20,332.3266331658291,0.8116048859380651
3e-20,337.3467336683417,0.8078898280980751
3e-20,342.36683417085425,0.8041321551071392
3e-20,347.3869346733668,0.800330626075003
3e-20,352.4070351758794,0.7964839630206004
3e-20,357.42713567839195,0.7925910045191249
3e-20,362.4472361809045,0.7886504001232182
3e-20,367.46733668341705,0.7846608138514402
3e-20,372.4874371859296,0.7806208717502406
3e-20,377.5075376884422,0.776529104807018
3e-20,382.52763819095475,0.7723841715413583
3e-20,387.5477386934673,0.7681845208962504
3e-20,392.5678391959799,0.7639286147922337
3e-20,397.58793969849245,0.7596148703843939
3e-20,402.608040201005,0.7552416582537718
3e-20,407.62814070351754,0.750807300416249
3e-20,412.6482412060301,0.746310068133137
3e-20,417.6683417085427,0.7417481795064437
3e-20,422.68844221105525,0.7371197968403249
3e-20,427.7085427135678,0.7324230948260675
3e-20,432.7286432160804,0.7276559767728195
3e-20,437.74874371859295,0.7228164870677198
3e-20,442.7688442211055,0.7179025330917934
3e-20,447.78894472361804,0.7129120277549517
3e-20,452.8090452261306,0.7078425757513599
3e-20,457.8291457286432,0.7026920050723642
3e-20,462.84924623115575,0.697457746892708
3e-20,467.8693467336683,0.6921374522525521
3e-20,472.8894472361809,0.6867283504548063
3e-20,477.90954773869345,0.6812278945320484
3e-20,482.929648241206,0.6756331697323876
3e-20,487.94974874371854,0.6699412225726664
3e-20,492.9698492462311,0.6641489663653328
3e-20,497.9899497487437,0.6582531708953587
3e-20,503.01005025125625,0.6522504510321709
3e-20,508.0301507537688,0.6461372541452635
3e-20,513.0502512562814,0.6399098461713238
3e-20,518.0703517587939,0.6335643984492516
3e-20,523.0904522613065,0.6270965688251275
3e-20,528.1105527638191,0.6205021832505746
3e-20,533.1306532663316,0.6137764039810615
3e-20,538.1507537688442,0.6069145383223861
3e-20,543.1708542713568,0.5999112677755674
3e-20,548.1909547738693,0.5927611618949692
3e-20,553.2110552763819,0.5854580827376914
3e-20,558.2311557788944,0.5779959388519684
3e-20,563.251256281407,0.5703677312633149
3e-20,568.2713567839196,0.5625664293331913
3e-20,573.2914572864321,0.5545842166960403
3e-20,578.3115577889447,0.5464124048636632
3e-20,583.3316582914572,0.5380421025835811
3e-20,588.3517587939698,0.5294632630753936
3e-20,593.3718592964824,0.5206650758776661
3e-20,598.3919597989949,0.5116358629356965
3e-20,603.4120603015075,0.5023625287953222
3e-20,608.4321608040201,0.49283093854402726
3e-20,613.4522613065326,0.4830251605134879
3e-20,618.4723618090452,0.47292778969243876
3e-20,623.4924623115578,0.4625192268375372
3e-20,628.5125628140703,0.4517773116538416
3e-20,633.5326633165829,0.44067731541302824
3e-20,638.5527638190954,0.42919094469841035
3e-20,643.572864321608,0.4172857752266679
3e-20,648.5929648241206,0.4049245041080345
3e-20,653.6130653266331,0.3920632817271559
3e-20,658.6331658291457,0.3786507813209231
3e-20,663.6532663316582,0.36462576022099624
3e-20,668.6733668341708,0.34991378549129837
3e-20,673.6934673366834,0.33442374587491697
3e-20,678.7135678391959,0.31804163909633776
3e-20,683.7336683417085,0.30062071486794095
3e-20,688.7537688442211,0.2819680734245158
3e-20,693.7738693467336,0.2618201868373533
3e-20,698.7939698492462,0.23979923621503985
3e-20,703.8140703517588,0.21533056829380315
3e-20,708.8341708542713,0.18750217679611692
3e-20,713.8542713567839,0.15447704934571982
3e-20,718.8743718592964,0.11347059745485809
3e-20,723.894472361809,0.06536280001932995
3e-20,728.9145728643216,0.02682612574539222
3e-20,733.9346733668341,0.008712989891528121
3e-20,738.9547738693467,0.0025706009998729506
3e-20,743.9748743718592,0.0007340047515447151
3e-20,748.9949748743718,0.00020779618311968324
3e-20,754.0150753768844,5.892358694462678e-05
3e-20,759.0351758793969,2.076234159176238e-05
3e-20,764.0552763819095,1.8084654584527016e-05
3e-20,769.0753768844221,1.6105055692605674e-05
3e-20,774.0954773869346,1.4418605132959783e-05
3e-20,779.1155778894472,1.309718209085986e-05
3e-20,784.1356783919598,1.1931519111385569e-05
3e-20,789.1557788944723,1.1070274922531098e-05
3e-20,794.1758793969849,1.022280048346147e-05
3e-20,799.1959798994974,9.540461178403348e-06
3e-20,804.21608040201,9.042560122907162e-06
3e-20,809.2361809045226,8.424707630183548e-06
3e-20,814.2562814070351,7.951246516313404e-06
3e-20,819.2763819095477,7.5446441769599915e-06
3e-20,824.2964824120602,7.143979019019753e-06
3e-20,829.3165829145728,6.8757435656152666e-06
3e-20,834.3366834170854,6.52348535368219e-06
3e-20,839.3567839195979,6.229456630535424e-06
3e-20,844.3768844221105,5.9651865740306675e-06
3e-20,849.3969849246231,5.707290256395936e-06
3e-20,854.4170854271356,5.4365809774026275e-06
3e-20,859.4371859296482,5.304973456077278e-06
3e-20,864.4572864321608,5.1288880058564246e-06
3e-20,869.4773869346733,4.89650119561702e-06
3e-20,874.4974874371859,4.764529876410961e-06
3e-20,879.5175879396984,4.5571650844067335e-06
3e-20,884.537688442211,4.431494744494557e-06
3e-20,889.5577889447236,4.380068276077509e-06
3e-20,894.5778894472361,4.231755156069994e-06
3e-20,899.5979899497487,3.9842125261202455e-06
3e-20,904.6180904522612,3.953493433073163e-06
3e-20,909.6381909547738,3.814377123489976e-06
3e-20,914.6582914572864,3.722714609466493e-06
3e-20,919.6783919597989,3.6746205296367407e-06
3e-20,924.6984924623115,3.5088887671008706e-06
3e-20,929.7185929648241,3.3817050280049443e-06
3e-20,934.7386934673366,3.2888929126784205e-06
3e-20,939.7587939698492,3.2274547265842557e-06
3e-20,944.7788944723618,3.1952658900991082e-06
3e-20,949.7989949748743,3.1910749385133386e-06
3e-20,954.8190954773869,3.0591327231377363e-06
3e-20,959.8391959798994,2.9526272555813193e-06
3e-20,964.859296482412,2.868997398763895e-06
3e-20,969.8793969849246,2.806205884553492e-06
3e-20,974.8994974874371,2.7627102099359035e-06
3e-20,979.9195979899497,2.7373898774385452e-06
3e-20,984.9396984924622,2.729531843215227e-06
3e-20,989.9597989949748,2.591768861748278e-06
3e-20,994.9798994974874,2.6145135052502155e-06
3e-20,1000.0,2.507236786186695e-06
