mx,my,mz,theta,phi,time,R
-0.4923377484919747,0.8670892143570345,0.07589358178102888,85.64743288740874,119.58813482493208,0.0,174.61688742459873
-0.4755004626460403,0.8775035827175899,0.06234398400163084,86.42563482638391,118.45231862696424,1e-12,173.775023132302
-0.4454546265974271,0.8932691993005436,0.060335008278053735,86.54095783395385,116.5044708348366,2e-12,172.27273132987136
-0.435171732298453,0.8998079217753561,0.03116516193890597,88.21407857227466,115.80968129262513,3e-12,171.75858661492265
-0.4544600621440068,0.8887811563125664,0.059448364988139005,86.59185011174623,117.08200233802779,4e-12,172.72300310720036
-0.4785736304352151,0.8755057538521559,0.06676043157309644,86.17206194194728,118.6621340431696,5.0000000000000005e-12,173.92868152176075
-0.4725178047862994,0.8803685391055216,0.04096534527068134,87.6522016338343,118.22366847252262,6e-12,173.62589023931497
-0.4668274018056214,0.8841214692500335,0.02003508259465798,88.85199751415954,117.8346248701612,7e-12,173.34137009028106
-0.46406563726316524,0.8852489854169103,-0.03126208773999717,91.79147757436564,117.66444822566629,8e-12,173.20328186315825
-0.49087695910570217,0.8709471338601037,-0.022156286692704173,91.26956560347071,119.40616476999978,9e-12,174.54384795528512
-0.5182345524449559,0.85446900126128,-0.036272228160495364,92.07870157295126,121.23676759229743,1.0000000000000001e-11,175.91172762224778
-0.4821661054559031,0.8739222387540877,-0.06144727301134108,93.52288871713577,118.8866879029486,1.1e-11,174.10830527279515
-0.50338011851382,0.8607072392563293,-0.07610193543373549,94.36453952190526,120.32100690246878,1.2e-11,175.169005925691
-0.500665427292495,0.8633248545701434,-0.06327973921773157,93.62808607822205,120.11060501256895,1.3e-11,175.03327136462474
-0.5062388495205915,0.860187873564778,-0.06163642922958284,93.53374715224828,120.47771596468179,1.4e-11,175.31194247602957
-0.50458580285873,0.8616638015217434,-0.05411710173788389,93.10219700117139,120.35301594823623,1.5e-11,175.2292901429365
-0.5164983661172176,0.8534406259653886,-0.06977489340766012,94.00105794676713,121.182134470967,1.6e-11,175.82491830586088
-0.5109507422524535,0.8588482738616772,-0.03617984903899326,92.07340516272315,120.7494931412945,1.7e-11,175.54753711262268
-0.503617898514375,0.8638659968645013,-0.010225055367391074,90.58586272697114,120.24139446417591,1.8e-11,175.18089492571875
-0.5027335722900137,0.864094088051521,-0.024502291462879362,91.40401839974317,120.19102458978537,1.9e-11,175.13667861450068
-0.4818926177100892,0.876152263213036,-0.011692590097698583,90.66995133035103,118.8112392259814,2.0000000000000002e-11,174.09463088550444
-0.47281799409785064,0.8810301001358616,0.015136284612762882,89.13272165542378,118.2208971743051,2.1000000000000002e-11,173.64089970489255
-0.44501398514078816,0.8954048901518615,0.014582034194415425,89.16448137197608,116.42726114809975,2.2e-11,172.2506992570394
-0.4741423191873502,0.8801590769017197,-0.022562369183079026,91.29283823464513,118.31137805334716,2.3e-11,173.7071159593675
-0.4826986988712581,0.8755756570258262,-0.019215486769466092,91.10103405697552,118.86763897305906,2.4e-11,174.1349349435629
-0.4840115136211283,0.8750592432287894,-0.002043409416332274,90.11707881685075,118.94779591675075,2.5e-11,174.20057568105642
-0.4790969608567761,0.8776695664390961,0.012737120726826057,89.27019700512422,118.6289768157935,2.6e-11,173.95484804283882
-0.47161841849893266,0.8817867452305089,0.005310674943092507,89.6957193090985,118.13983509820898,2.7e-11,173.58092092494664
-0.44651164121435566,0.8947476139337778,-0.007352660734302342,90.42128022417378,116.52086665354047,2.8e-11,172.32558206071778
-0.44741765980029075,0.8938943418535267,-0.027755059017802546,91.59045198544898,116.58917156779432,2.9e-11,172.37088299001454
-0.45767608804350296,0.8890389538506487,-0.01193050582916922,90.68358384866389,117.23935030729348,3e-11,172.88380440217514
-0.46710140586456217,0.884045642890886,-0.01672058387107582,90.95806353257969,117.85053850175798,3.1e-11,173.3550702932281
-0.5136566690684539,0.8575440510962323,-0.027839302271492894,91.59528063420784,120.92100794126172,3.2e-11,175.6828334534227
-0.49244235092600747,0.8701582965020173,-0.018029698920786534,91.03308162985692,119.50650749967646,3.3e-11,174.62211754630036
-0.49792048550029333,0.8669335979023076,-0.02239033155877647,91.28297871408087,119.87076496802254,3.4e-11,174.89602427501467
-0.5270880713475785,0.8497339743500248,-0.011416561584009303,90.65413500560119,121.8112340272672,3.5e-11,176.35440356737894
-0.48465060252514386,0.8740432383195131,-0.034091216170061805,91.953661357494,119.0080488683848,3.6e-11,174.2325301262572
-0.470257164320648,0.8821682095892036,-0.02524776020327468,91.44674383390608,118.06072672689552,3.7e-11,173.51285821603238
-0.47536104306900984,0.8797727288237746,-0.005641307500225395,90.32322482511721,118.3833527225057,3.8e-11,173.7680521534505
-0.4869696052593398,0.8734111863799815,0.0036746509869652077,89.78945753343358,119.14181204978101,3.9e-11,174.34848026296697
-0.49763519084631497,0.8673354179224821,0.009406893673519401,89.46101674490657,119.84512293245935,4.0000000000000004e-11,174.88175954231576
-0.47675623860653477,0.879030037250106,0.00311168151103283,89.82171349451644,118.47391071231334,4.1e-11,173.83781193032672
-0.480323199098072,0.8767220999019565,0.02545552890234334,88.54134806918387,118.71668411219143,4.2000000000000004e-11,174.0161599549036
-0.4595558318024955,0.8880546267987356,0.012938982868638104,89.25863020310143,117.36093187240684,4.3e-11,172.97779159012478
-0.4327504232972094,0.9008160149420782,0.0354623513033135,87.96773083054939,115.65954745142444,4.4e-11,171.6375211648605
-0.4045633275047923,0.910879962984781,0.0814015176215661,85.33087044384219,113.94818918793862,4.5e-11,170.2281663752396
-0.4082962017679758,0.9071641920507775,0.10172187710961977,84.16166754561478,114.23154344209401,4.6e-11,170.41481008839878
-0.37145901009106735,0.9223913232403158,0.10588885981605235,83.9216200173303,111.93528874277798,4.7e-11,168.57295050455338
-0.37930029094792844,0.9167566703522264,0.1252537290922547,82.80459145262348,112.4769105220756,4.8e-11,168.9650145473964
-0.3267715769109131,0.9363837171762509,0.12808540404879157,82.64103088538623,109.23755055940872,4.9e-11,166.33857884554567
-0.3018341219650401,0.9436454557516021,0.13575498759509624,82.19772058194418,107.73737774600231,5e-11,165.09170609825202
-0.2890574857581241,0.950683683253228,0.1124557883048627,83.54309954359303,106.91201071524023,5.1e-11,164.4528742879062
-0.2727022697548486,0.9552555768666415,0.11454368134355387,83.42269400412746,105.93275769164546,5.2e-11,163.63511348774244
-0.2593461799920907,0.9603345734380382,0.1024551901227605,84.11943113204629,105.11268054012676,5.3000000000000004e-11,162.96730899960454
-0.2618642786730366,0.9597654518212374,0.10137739908592128,84.18150724445834,105.26123423608956,5.4e-11,163.09321393365184
-0.25840744549008765,0.9613561484633524,0.09497340641988322,84.55021080812263,105.04518976323921,5.5000000000000004e-11,162.9203722745044
-0.22665389836873553,0.9662279795153328,0.12260302588424273,82.9576454745687,103.20152721606166,5.6e-11,161.33269491843677
-0.20415701040975842,0.9683576420539562,0.14353881766355606,81.74732549658174,101.90521464765565,5.7000000000000003e-11,160.2078505204879
-0.20903216144524556,0.9683669497055787,0.13627547908351764,82.16761887319342,102.1809958014506,5.8e-11,160.45160807226227
-0.16929874604253095,0.9778862609129381,0.12278597357247255,82.94708354333699,99.82209952349609,5.9e-11,158.46493730212654
-0.17079070194697327,0.9753554184950094,0.13968659112772944,81.97028896135963,99.93214489722439,6e-11,158.53953509734865
