,x,y,label,href,title,author
736,0.45586944,-1.1931367,"['1892', 'self-portrait', 'Art Nouveau (Modern)', ['male-portraits', ' famous-people'], ['male-portraits', ' famous-people']]",./artworks/images/Self-portait_Beardsley Aubrey.jpg,Self-portait,Beardsley Aubrey
737,-0.8617047,-1.6150748,"['1893', 'design', 'Art Nouveau (Modern)', 'designs-and-sketches']",./artworks/images/Cover and spine 1893_Beardsley Aubrey.jpg,Cover and spine 1893,Beardsley Aubrey
738,-0.032154318,-1.9097703,"['1893', 'illustration', 'Art Nouveau (Modern)', 'fictional-characters']","./artworks/images/Illustration to ""Siegfried"", Act II_Beardsley Aubrey.jpg","Illustration to ""Siegfried"", Act II",Beardsley Aubrey
739,-0.91241294,-1.5990757,"['1893', 'design', 'Art Nouveau (Modern)', ['cats', ' Pierrot'], ['cats', ' Pierrot']]","./artworks/images/Pierrot and cat, from St. Paul's_Beardsley Aubrey.jpg","Pierrot and cat, from St. Paul's",Beardsley Aubrey
740,-0.017790282,-1.9156468,"['1893', 'illustration', 'Art Nouveau (Modern)', ['fictional-characters', ' Salome'], ['fictional-characters', ' Salome']]",./artworks/images/The Climax_Beardsley Aubrey.jpg,The Climax,Beardsley Aubrey
741,0.12704629,-1.9035697,"['1893', 'illustration', 'Art Nouveau (Modern)', ['Fogg Museum (Harvard Art Museums)', ' Cambridge', ' MA', ' US'], ['Fogg Museum (Harvard Art Museums)', ' Cambridge', ' MA', ' US'], ['Fogg Museum (Harvard Art Museums)', ' Cambridge', ' MA', ' US'], ['Fogg Museum (Harvard Art Museums)', ' Cambridge', ' MA', ' US'], ['fictional-characters', ' Salome'], ['fictional-characters', ' Salome']]",./artworks/images/The Peacock Skirt_Beardsley Aubrey.jpg,The Peacock Skirt,Beardsley Aubrey
742,-0.04123744,-1.8883297,"['1893', 'illustration', 'Art Nouveau (Modern)', 'Private Collection', 'fictional-characters']",./artworks/images/The Stomach Dance_Beardsley Aubrey.jpg,The Stomach Dance,Beardsley Aubrey
743,-0.024951778,-1.8543546,"['1893', 'illustration', 'Art Nouveau (Modern)', 'Private Collection', 'female-portraits']",./artworks/images/'Waiting'_Beardsley Aubrey.jpg,'Waiting',Beardsley Aubrey
744,0.04751149,-1.9698944,"['1893', 'illustration', 'Art Nouveau (Modern)', ['Art Institute of Chicago', ' Chicago', ' IL', ' US'], ['Art Institute of Chicago', ' Chicago', ' IL', ' US'], ['Art Institute of Chicago', ' Chicago', ' IL', ' US'], ['Art Institute of Chicago', ' Chicago', ' IL', ' US'], ['knights-and-warriors', ' fictional-characters'], ['knights-and-warriors', ' fictional-characters']]",./artworks/images/A Devil in Woman's Likeness_Beardsley Aubrey.jpg,A Devil in Woman's Likeness,Beardsley Aubrey
745,0.047886863,-1.9702096,"['1893', 'illustration', 'Art Nouveau (Modern)', ['Art Institute of Chicago', ' Chicago', ' IL', ' US'], ['Art Institute of Chicago', ' Chicago', ' IL', ' US'], ['Art Institute of Chicago', ' Chicago', ' IL', ' US'], ['Art Institute of Chicago', ' Chicago', ' IL', ' US'], ['group-portraits', ' gates-and-towers', ' fictional-characters'], ['group-portraits', ' gates-and-towers', ' fictional-characters'], ['group-portraits', ' gates-and-towers', ' fictional-characters']]",./artworks/images/A Devil in Woman's Likeness_Beardsley Aubrey.jpg,A Devil in Woman's Likeness,Beardsley Aubrey
