DestLat,DestLon,Distance
32437,36.67490005493164,-4.499110221862793,1639.5401066739696
19251,24.54400062561035,118.12799835205078,1557.7760775348488
18302,28.864999771118164,115.9000015258789,902.5763046441299
9065,38.0369987488,-87.53240203860001,563.5671813013656
24844,39.861698150635,-104.672996521,562.6630160989413
58694,42.36429977,-71.00520325,634.9360289769585
57529,39.861698150635,-104.672996521,1442.2746912667114
36610,33.6367,-84.428101,696.3169163964758
20573,40.652099609375,-75.44080352783203,681.7972562624138
20904,46.39830017,-94.13809967,247.30292239019502
56006,38.1744,-85.736,489.6067277060961
25153,37.721298,-122.221001,654.3376928574662
6387,33.67570114,-117.86799620000001,1384.544857790605
55826,41.9786,-87.9048,1013.6209750443187
16544,22.006399,113.375999,835.2835110855953
66724,28.56220054626465,121.4290008544922,804.0389080494792
67135,28.8005555556,104.545,1667.6962195562533
67090,46.195333000000005,122.00833300000001,809.4969635123717
55863,29.98439979553223,-95.34140014648438,1056.5249141955028
41343,49.012798,2.55,398.26978308829587
37737,3.54322,-76.3816,2509.027109208039
4790,42.94049835,-78.73220062,634.9360289769585
36619,33.6367,-84.428101,531.2309701068225
21791,37.70100021362305,-113.0989990234375,356.60781303109263
18470,2.7455799579619997,101.70999908446998,3213.4492276277942
16875,29.3386001587,117.176002502,449.784320021151
16570,35.116391,111.031388889,685.9370690780556
11740,32.116100311279304,-110.94100189208984,724.9250596492302
20900,35.877601623535156,-78.7874984741211,785.2750441405486
58995,27.39539909362793,-82.55439758300781,1372.8630605503135
18086,25.101944399999997,102.9291667,760.9447954905063
56216,41.411701202399996,-81.8498001099,1641.7331087329364
20806,42.212398529052734,-83.35340118408203,740.8005812623281
18745,30.22949981689453,120.43399810791016,1394.3037637636323
24152,-31.94029998779297,115.96700286865234,3029.046519643222
10977,23.1613998413,-106.26599884,423.252337528587
66864,30.578500747680664,103.9469985961914,1580.222375387982
13707,44.4133,8.8375,946.0076460631807
16631,26.53849983215332,106.8010025024414,1305.3253239127066
25531,44.882,-93.221802,721.6524902555554
6537,35.13850021,-111.6709976,192.07030247271354
20421,42.212398529052734,-83.35340118408203,814.0240248886098
36969,47.618598938000005,-52.751899719200004,880.4507022687847
38422,48.353802,11.7861,1817.8173947989692
25003,39.49909973144531,-119.76799774169922,3130.3604083249215
33002,51.4706,-0.461941,1469.6046805608325
19008,24.7964,118.589996,761.0684516414916
59821,37.9364013672,23.944499969499997,1517.6783887521922
7739,49.012798,2.55,1035.0912784581417
6298,42.94720077514648,-87.89659881591797,107.70559301189599
25249,39.1754,-76.668297,980.5451788294096
13683,45.505299,12.3519,800.5265655874009
9498,30.7838,114.208,455.15430588027186
6642,32.7336006165,-117.190002441,1786.5940034395337
34669,31.742000579833984,118.86199951171876,1553.3438825760197
38431,33.6367,-84.428101,859.0311610793252
4084,34.135898590100005,77.5465011597,620.7161764150958
32427,36.67490005493164,-4.499110221862793,2471.5442609827196
20576,45.07809829999999,-83.56030273,319.0855334354806
48716,55.40879821777344,37.90629959106445,2001.080073580958
17217,22.006399,113.375999,561.3796849894189
57846,39.861698150635,-104.672996521,990.0766709555685
17246,23.39240074157715,113.29900360107422,1737.7549420229702
6792,19.738782999999998,-156.045603,3834.1159721990416
13754,59.80030059814453,30.26250076293945,1982.9518264814176
10948,25.568300247199996,-103.41100311299999,430.5008880928096
7564,47.793300628699996,13.0043001175,1231.3502202713814
25087,27.975500106811523,-82.533203125,316.7993502149289
16490,31.143400192260746,121.80500030517578,622.3734706464311
19238,40.060299,113.48200200000001,267.6385651986646
5159,47.449001,-122.308998,1645.0658311574025
17216,32.5634,119.7198,905.1269799928131
57159,29.98439979553223,-95.34140014648438,1263.7117426556288
8094,49.909999847399995,-97.2398986816,1186.843015132446
8010,43.035599,-81.1539,565.5596446322581
32449,36.67490005493164,-4.499110221862793,3793.543994382027
57923,37.61899948120117,-122.375,3627.2960565352378
9510,33.6367,-84.428101,531.2309701068225
6384,32.7336006165,-117.190002441,1502.6140899238437
40075,36.85100173950195,10.22719955444336,2309.1996412287367
4824,42.36429977,-71.00520325,634.9360289769585
32322,40.886002000000005,14.2908,1023.6083493220385
13218,45.505299,12.3519,1124.672270742495
24959,42.96540069580078,-83.74359893798828,727.1756462225052
13078,28.4827003479,-16.341499328599998,2194.5028478472927
20501,35.04240036010742,-89.97669982910156,648.1980637094117
32330,60.193901062011996,11.100399971008,2190.298578163666
66688,30.578500747680664,103.9469985961914,2421.042571012906
10996,28.702899932900003,-105.96499633799999,496.7050447468687
67166,29.719200134277344,106.64199829101562,1416.9102595687991
13760,50.1008,14.26,530.4480272884257
37680,4.70159,-74.1469,1093.7803004532855
32235,41.2971,2.0784599999999998,1241.1362442046454
32464,41.2971,2.0784599999999998,1676.5691328491478
10382,28.5665,77.103104,2395.8519584544188
41914,40.560001373291016,109.99700164794922,549.7232340477904
4165,13.1979,77.706299,2883.615083896108
33257,37.466801000000004,15.0664,1232.4770099194452
52857,40.128101348899996,32.995098114,907.8907455444179
9583,33.6367,-84.428101,605.8847963590904
21591,44.882,-93.221802,550.236657283016
8198,38.8521,-77.037697,784.3240385024877
5875,50.1008,14.26,1044.2711847934806
56739,32.847099,-96.851799,349.08429058076035
41936,28.864999771118164,115.9000015258789,1214.824694565833
20017,33.6367,-84.428101,234.66539121322728
52861,40.898601532,29.3092002869,654.4811272830904
6791,21.32062,-157.924228,3885.852302378075
56227,29.98439979553223,-95.34140014648438,1118.2849882856467
19493,25.935100555419922,119.66300201416016,773.672002394458
21440,41.70869827270508,-86.31729888916016,660.5146190719363
24926,28.429399490356445,-81.30899810791016,992.9995244840849
56804,16.9999008179,-96.72660064700001,1450.658071213463
16341,36.857200622558594,117.21600341796876,644.1533689786311
25279,36.89459991455078,-76.20120239257812,1131.1346318917656
20099,32.516300201416016,-84.93890380859375,133.36375513525203
17024,26.53849983215332,106.8010025024414,1510.3045515986973
66831,40.0801010131836,116.58499908447266,1598.5262266818463
20078,31.2588005065918,-81.46649932861328,383.5535197981502
9075,40.97850037,-85.19509888,819.1739529373724
37220,-1.31923997402,36.9277992249,2568.789204170724
13516,25.79319953918457,-80.29060363769531,2050.7079202094415
32194,51.39670181274414,-3.343329906463623,1639.5401066739696
37306,25.252799987800003,55.3643989563,3711.665753367302
52392,40.128101348899996,32.995098114,566.9205786691267
24963,33.94250107,-118.40799709999999,3739.913329491065
36200,45.786701202399996,3.1691699027999998,734.4065638802332
21721,-23.435556411743164,-46.47305679321289,5292.446031120712
6790,20.521799087524414,-103.31099700927734,2595.4650494227512
66819,37.74689865112305,112.62799835205078,788.3899155573183
32226,35.6239013672,-0.6211829781529999,295.6423317476063
32818,38.28219985961914,-0.5581560134887695,295.6423317476063
62463,59.651901245116996,17.918600082397,3325.9559708229176
32480,39.4893,-0.481625,1102.4320317983495
4017,35.764701843299996,140.386001587,6786.190940336889
25457,36.08010101,-115.15200039999999,1717.4634131207638
39705,47.464698999999996,8.54917,1120.222553119081
64754,32.896801,-97.038002,2819.3456720621043
18317,24.54400062561035,118.12799835205078,1273.042646555984
61664,32.847099,-96.851799,1158.0263834002933
6610,-53.002602,-70.854599,1296.7295884283744
21655,45.8184013367,-88.11450195309999,107.06896587805193
5532,38.8521,-77.037697,375.7305865774034
36724,57.04710006713867,-135.36199951171878,293.6881515503469
37746,-23.435556411743164,-46.47305679321289,1569.5228696255442
52384,38.74779891967773,41.66120147705078,759.5490486837681
57527,41.9786,-87.9048,1251.3450041230865
10918,32.541099548339844,-116.97000122070312,997.709661061323
39807,42.5728,21.035801,1120.222553119081
25432,39.861698150635,-104.672996521,1290.8886375231036
18522,36.857200622558594,117.21600341796876,644.1533689786311
11698,41.9388999939,-72.68319702149999,4057.331332747445
25218,35.2140007019043,-80.94309997558594,755.2029149067863
41965,39.782798767089844,116.38800048828124,1199.5186670573323
21844,33.829700469970696,-116.50700378417969,870.973461446707
12941,55.8718986511,-4.43306016922,717.9564741660643
67191,40.0801010131836,116.58499908447266,1837.8569486180638
56999,9.0713596344,-79.3834991455,4845.358011109405
67140,42.8828010559,129.451004028,1114.883726530627
41949,43.91559982299805,115.96399688720705,460.88456729702034
42389,30.578500747680664,103.9469985961914,1378.0299811332122
56797,30.691200256348,-88.242797851562,685.6391520832301
67258,40.0801010131836,116.58499908447266,604.6948144872644
18896,24.54400062561035,118.12799835205078,1036.9540192096113
32924,41.2971,2.0784599999999998,994.6559866495123
17002,24.54400062561035,118.12799835205078,1320.9903551816208
13655,45.6306,8.728110000000001,4084.723110575931
29721,1.5492600202560425,124.9260025024414,2326.882848583241
20534,38.0364990234375,-84.60590362548828,665.1203233358242
44694,55.40879821777344,37.90629959106445,1668.1575984737917
25029,39.1754,-76.668297,652.3521181407
4935,29.6900997162,-82.27179718020001,626.7333074956312
25524,26.072599,-80.152702,1702.254151919894
32646,41.2971,2.0784599999999998,2174.494837705253
66974,42.8414,93.669197,633.1013818811973
6959,35.2140007019043,-80.94309997558594,1209.1029073228983
48391,55.617900848389,12.656000137328999,2471.804263365399
25285,41.73260116577149,-71.42040252685547,1352.6407434469995
41636,39.782798767089844,116.38800048828124,1082.281250602661
66885,40.0801010131836,116.58499908447266,809.4969635123717
41657,43.90710067749024,87.47419738769531,997.8822900667134
59497,44.12459945678711,-123.21199798583984,1205.2621757948934
8300,53.309700012200004,-113.580001831,1186.843015132446
48287,12.990005493164062,80.16929626464844,733.0746672565235
21291,33.6367,-84.428101,236.01323878002455
3952,8.48211956024,76.9200973511,2955.2158199169085
8384,53.3191986084,-60.425800323500006,833.7892741888634
33218,43.810001,11.2051,563.5850036855309
8976,49.012798,2.55,1485.8180661695942
57927,29.98439979553223,-95.34140014648438,1522.2312773321541
32925,41.2971,2.0784599999999998,1970.5019279952976
51316,29.226600646972656,47.96889877319336,355.24122441604146
21765,33.6367,-84.428101,885.5733939633426
20503,43.13990020751953,-89.3375015258789,599.8525387124471
18618,40.0801010131836,116.58499908447266,1244.0837575675537
19411,2.7455799579619997,101.70999908446998,2996.0592547295455
34649,35.764701843299996,140.386001587,1481.5956793051014
36727,1.4846999645233154,110.34700012207031,969.9026595297668
38096,-23.3335990906,-51.1301002502,314.16959826723837
16044,22.639299392700195,113.81099700927734,1700.4363835998615
21548,51.113899231000005,-114.019996643,2224.2675928381555
32271,44.5354,11.2887,831.3202252007096
20772,36.77619934082031,-119.71800231933594,2406.9039632937524
16369,34.42729949951172,135.24400329589844,1466.0329357680985
25434,28.429399490356445,-81.30899810791016,1665.5622948153057
10969,24.764499664299997,-107.474998474,636.4221502156267
13748,37.9364013672,23.944499969499997,1275.9572254700688
7830,43.6772003174,-79.63059997559999,1031.947841462355
58942,35.03530120849609,-85.20379638671875,840.2055686152863
32388,41.2971,2.0784599999999998,831.3202252007096
30867,-4.674339771270752,55.52180099487305,1767.5008986472712
45120,40.976898,28.8146,4774.19980008808
5507,51.4706,-0.461941,1847.9556424748234
32287,55.95000076293945,-3.372499942779541,1676.5691328491478
11706,36.77619934082031,-119.71800231933594,336.732271981143
16178,24.54400062561035,118.12799835205078,634.99146381434
25069,33.94250107,-118.40799709999999,3178.0381034045117
9876,33.6367,-84.428101,817.2204221283627
48265,34.135898590100005,77.5465011597,620.7161764150958
5706,20.521799087524414,-103.31099700927734,2105.6862643192053
41918,36.247501,113.125999,485.9156645873886
61182,1.35019,103.994003,1341.2154539358337
5493,38.8521,-77.037697,636.9195642933923
62448,63.985000610352,-22.605600357055998,2143.9213394780895
25512,37.721298,-122.221001,597.2346518443526
21723,28.429399490356445,-81.30899810791016,1624.924250808046
51824,-12.0219,-77.114305,3776.6462598626176
20460,40.78839874267578,-111.97799682617188,659.3730754022894
16638,36.2661018372,120.374000549,521.9847873455402
11243,31.63610076904297,-106.4290008544922,997.709661061323
36351,32.847099,-96.851799,1158.0263834002933
11038,23.1613998413,-106.26599884,399.94823505503666
59884,38.13859939575195,-78.4529037475586,909.9734921449941
60496,35.2140007019043,-80.94309997558594,1209.1029073228983
32201,27.931900024414066,-15.38659954071045,1409.5459698925818
18484,34.447102,108.751999,1410.8998118914026
64629,43.6772003174,-79.63059997559999,1088.9382964057882
67348,40.0801010131836,116.58499908447266,429.56039041089315
20653,41.44850158691406,-90.50749969482422,598.6146346609091
25259,34.895698547399995,-82.2189025879,905.0053342261376
17171,31.742000579833984,118.86199951171876,988.1357534999472
66750,30.22949981689453,120.43399810791016,1580.222375387982
42796,40.0801010131836,116.58499908447266,2106.621766295313
16956,18.30290031433105,109.41200256347656,665.0912514509467
25066,33.43429946899414,-112.01200103759766,1847.1542943727388
67103,36.5152015686,103.620002747,1197.4621551546165
67144,21.214399,110.358002,2179.1701901581755
8278,56.653301238999994,-111.22200012200001,1150.5890369754977
23898,4.0060801506,9.71947956085,1076.3306608602943
32302,50.34500122070313,30.89469909667969,2429.172468649558
38279,35.3396987915,25.1802997589,2114.3921632368038
36967,56.653301238999994,-111.22200012200001,401.0227458269699
53806,41.248100280799996,-8.68138980865,1508.5378168212826
36936,52.308601,4.76389,1471.883107978296
34650,42.77519989013672,141.69200134277344,578.3801693372764
56156,42.94720077514648,-87.89659881591797,1437.9685598973167
6707,20.680099487304688,-105.25399780273438,1786.5940034395337
24931,39.861698150635,-104.672996521,1042.2017842036053
40583,5.9372100830078125,116.0510025024414,3661.123815352549
5131,30.473400115967003,-87.18659973144501,1313.435060590993
25505,33.43429946899414,-112.01200103759766,1040.0060111198227
32891,41.2971,2.0784599999999998,1404.8216263622176
10944,20.521799087524414,-103.31099700927734,948.3307869896344
56754,39.1223983765,-108.527000427,1575.1257590614402
10939,44.882,-93.221802,2714.6272434821335
21796,38.805801,-104.70099599999999,659.3730754022894
17022,34.42729949951172,135.24400329589844,1648.781114656295
36979,44.880798339799995,-63.508598327600005,880.4507022687847
46772,19.952299118,99.8828964233,703.3573400896196
42868,38.9656982421875,121.53900146484376,1131.5299447941195
32217,50.9014015198,4.48443984985,1458.012817028338
20109,31.3213005065918,-85.44960021972656,274.7080703306348
66847,39.1244010925,117.346000671,2233.530743431901
32837,34.051497999999995,-6.751519999999999,1797.4139258712087
55825,41.9786,-87.9048,863.1520750766513
9869,40.63980103,-73.77890015,2457.0402754190354
25202,39.87189865112305,-75.24109649658203,1666.6625314341672
67279,31.19790077209473,121.33599853515624,952.8186611032575
32438,38.28219985961914,-0.5581560134887695,1474.422641488574
17150,18.30290031433105,109.41200256347656,1837.5540423327445
32370,41.2971,2.0784599999999998,466.8108581761486
36665,19.93490028381348,110.45899963378906,1521.3673152057308
44453,40.46749877929688,50.04669952392578,2963.301670798284
16972,21.214399,110.358002,389.81199828406756
58713,39.87189865112305,-75.24109649658203,841.2433642596627
53963,47.618598938000005,-52.751899719200004,3254.717211507029
5120,33.6796989441,-78.9282989502,599.5581587924462
41931,29.9342002869,122.36199951200001,1222.4992738974533
36730,30.578500747680664,103.9469985961914,844.4688372455315
36962,38.9656982421875,121.53900146484376,1244.2327697705832
4206,19.088699340799998,72.8678970337,954.7003987489097
33125,43.810001,11.2051,895.4875849034709
24967,35.04240036010742,-89.97669982910156,1264.9204084400126
32958,39.551700591999996,2.73881006241,467.56389986107337
16974,23.39240074157715,113.29900360107422,1584.5776582097153
36167,33.6367,-84.428101,803.641253202455
41726,39.782798767089844,116.38800048828124,1214.824694565833
21109,33.93880081176758,-81.11949920654297,993.4365683357355
32462,41.2971,2.0784599999999998,391.85613535413654
20388,42.212398529052734,-83.35340118408203,940.4316117067129
4777,-37.0080986023,174.79200744599999,2295.4735574276206
16998,27.912201,120.851997,929.9979998960487
41928,49.2050018311,119.82499694799999,1082.281250602661
52800,37.979,32.561901,428.20527693876977
8325,41.9786,-87.9048,565.5596446322581
56020,29.98439979553223,-95.34140014648438,1309.7882204013017
55844,39.861698150635,-104.672996521,1740.0206563372997
67138,30.55655,111.47998799999999,1155.276576184057
37822,-34.5592,-58.4156,2381.382322111127
17221,30.7838,114.208,1292.95334744673
32504,41.2971,2.0784599999999998,680.1368407649687
11667,33.94250107,-118.40799709999999,2912.8778685305847
18474,31.742000579833984,118.86199951171876,650.3868473105667
56893,29.98439979553223,-95.34140014648438,1312.0444371990816
13339,24.957599639892575,46.69879913330078,3671.363591796625
11640,33.94250107,-118.40799709999999,336.732271981143
67084,32.391101837158196,105.7020034790039,1295.7580182343427
4169,12.990005493164062,80.16929626464844,2628.689025841343
20560,51.113899231000005,-114.019996643,2451.1967516806203
23854,9.576889999999999,-13.612,1680.5307647764057
25346,40.69250106811523,-74.168701171875,1877.428621786554
16340,41.63980102539063,123.48300170898438,977.9467291153701
21825,46.3745002746582,-117.01499938964844,741.5528463919109
25119,36.19839859008789,-95.88809967041016,730.8701058508329
37728,-0.129166666667,-78.3575,771.895203239971
5145,35.81100082,-83.99400329999999,701.5800116829602
36637,33.6367,-84.428101,819.1739529373724
32429,41.2971,2.0784599999999998,1768.5731800967706
67405,43.90710067749024,87.47419738769531,2234.1815361560307
20765,42.212398529052734,-83.35340118408203,205.6109054028386
36575,33.6367,-84.428101,1158.0263834002933
21521,44.882,-93.221802,1118.3988145181636
6961,39.87189865112305,-75.24109649658203,829.6710307751488
31284,22.308901000000002,113.915001,445.1449266358601
24943,42.74829864501953,-73.80169677734375,464.4457594256941
32833,27.931900024414066,-15.38659954071045,2768.161557483844
25261,38.94449997,-77.45580292,927.0838177303234
67423,40.0801010131836,116.58499908447266,881.5695395593258
25222,40.79520035,-73.10019684,1565.0434691168675
8135,38.94449997,-77.45580292,724.2874116348574
11632,33.94250107,-118.40799709999999,1147.5330343094558
33206,48.353802,11.7861,848.0788735028912
9727,33.6367,-84.428101,719.8329698416734
34754,48.52799987793,135.18800354004,1481.5956793051014
5749,38.69540023803711,-121.59100341796876,600.4217532554477
11727,33.43429946899414,-112.01200103759766,594.3608778208198
16508,26.53849983215332,106.8010025024414,419.1471713075365
50495,1.35019,103.994003,2326.882848583241
46828,13.681099891662598,100.74700164794922,703.3573400896196
25513,33.43429946899414,-112.01200103759766,543.2357469670336
44609,50.865898132299996,7.1427397728,705.6442964859596
52802,35.857498,14.4775,1406.7684862833619
36713,2.7455799579619997,101.70999908446998,969.9026595297668
41930,45.6234016418457,126.25,1033.6670277188286
56644,40.63980103,-73.77890015,366.31990566737613
25478,38.69540023803711,-121.59100341796876,975.089316263444
11701,39.998001,-82.891899,3204.0661703976393
19188,40.851397999999996,111.82399699999999,644.1533689786311
67282,24.54400062561035,118.12799835205078,1622.9291210321564
57253,39.45759963989258,-74.57720184326172,1156.3400696059002
32547,40.471926,-3.56264,2873.289474030176
44277,37.9364013672,23.944499969499997,2377.1327848380047
32495,41.2971,2.0784599999999998,2031.89217725496
48902,8.97789001465,38.7993011475,2446.293632989401
45686,13.681099891662598,100.74700164794922,1220.5693480548557
8427,39.7173,-86.294403,706.6990421748593
60210,41.9388999939,-72.68319702149999,651.4375681115973
6874,-34.945,138.53100600000002,1164.1385075760948
4809,43.118900299072266,-77.67240142822266,550.7438256849271
48328,15.3808002472,73.83139801029999,733.0746672565235
25134,39.1754,-76.668297,353.30392411286994
36409,32.30059814,-86.39399719,236.01323878002455
17119,43.9962005615,125.684997559,1781.1957802145341
62483,56.92359924316406,23.971099853515625,4507.414560320772
32944,43.30110168457031,-2.9106099605560303,2038.4901013345757
55895,29.98439979553223,-95.34140014648438,497.4651204940508
40579,13.681099891662598,100.74700164794922,673.5405578080735
55998,29.99340057373047,-90.25800323486328,1477.5775173827778
32500,41.2971,2.0784599999999998,650.5302794251785
18475,22.60829925537109,108.1719970703125,1221.5608850069402
9710,33.6367,-84.428101,997.1336620358044
66886,41.69779968261719,86.12889862060547,633.1013818811973
33089,48.353802,11.7861,984.6553463536986
42084,41.105301000000004,122.853996,1111.6862398328788
20502,42.94720077514648,-87.89659881591797,511.10651644979976
25238,18.4393997192,-66.0018005371,1913.330688024452
19019,24.54400062561035,118.12799835205078,804.1439647011956
57396,35.81100082,-83.99400329999999,764.5489079035121
36338,38.13859939575195,-78.4529037475586,734.7556381568949
56304,32.89860153,-80.04049683,1011.5398829662856
4694,-33.94609832763672,151.177001953125,2020.2130833636097
187,14.5086,121.019997,1039.9236312136568
7832,44.880798339799995,-63.508598327600005,664.8045868287678
56530,39.861698150635,-104.672996521,1003.2106639669797
53978,43.6772003174,-79.63059997559999,2355.8402430570045
37588,5.31911,-72.384,206.99615858480385
42229,22.149599,113.592003,1265.700914968373
56327,36.097801208496094,-79.93730163574219,716.4397334545832
59803,33.94250107,-118.40799709999999,428.57257724310887
25250,32.89860153,-80.04049683,1199.4052065652356
66999,30.578500747680664,103.9469985961914,564.1709662419781
20603,38.37310028076172,-81.59320068359375,452.23099359858566
10943,31.63610076904297,-106.4290008544922,329.19180088346644
7891,45.4706001282,-73.7407989502,532.4333282076734
18471,26.53849983215332,106.8010025024414,1284.058665964352
48234,28.5665,77.103104,1312.6803602344014
5407,47.449001,-122.308998,3854.814176826073
16807,27.8025,114.3062,1381.1512961242656
14549,13.681099891662598,100.74700164794922,673.5405578080735
66803,23.39240074157715,113.29900360107422,1037.2588625134026
32262,36.691001892089844,3.215409994125366,521.4996972548944
6964,38.8521,-77.037697,784.3240385024877
18747,24.7964,118.589996,1196.83440201348
8962,27.912201,120.851997,323.6877361496156
20299,42.212398529052734,-83.35340118408203,607.1005323978113
21669,42.212398529052734,-83.35340118408203,615.1989444347769
18685,34.447102,108.751999,917.6431084501697
32988,50.9014015198,4.48443984985,1326.509205316234
8303,48.37189865112305,-89.32389831542969,600.3671538332434
67284,40.0801010131836,116.58499908447266,1160.4913726210098
5577,38.8521,-77.037697,399.62924890611106
36977,53.309700012200004,-113.580001831,245.9940921872398
67369,39.1244010925,117.346000671,924.6394547008018
16053,43.9962005615,125.684997559,2554.8131345018346
55941,41.9786,-87.9048,551.3002959262692
11115,25.54949951171875,-100.9290008544922,705.981567521606
59326,39.87189865112305,-75.24109649658203,827.9094521082905
58599,39.87189865112305,-75.24109649658203,462.6451868615807
41921,30.578500747680664,103.9469985961914,1522.306120305668
5415,33.94250107,-118.40799709999999,336.732271981143
56144,33.663601,-101.822998,734.3530526388116
9944,33.6367,-84.428101,885.5733939633426
25351,39.2976,-94.713898,1111.571534708391
8467,38.748697,-90.370003,1051.0278723054914
67017,40.0801010131836,116.58499908447266,989.8663579452966
24924,32.89860153,-80.04049683,705.8250568807605
56865,19.144800186199998,-104.558998108,1522.2312773321541
39817,28.044500351,-16.5725002289,3062.6157671469127
33242,48.6898994446,9.22196006775,425.9763732546705
20764,33.6367,-84.428101,819.1739529373724
11735,37.61899948120117,-122.375,543.1892787392358
50029,8.97789001465,38.7993011475,1449.6289674457296
4811,47.449001,-122.308998,4005.5088356419633
21326,42.212398529052734,-83.35340118408203,561.5851588857794
8302,50.43190002441406,-104.66600036621094,531.8363698745936
41937,34.571667,118.87361100000001,619.8109239773324
21116,39.90240097045898,-84.21939849853516,881.7963472592369
6836,47.449001,-122.308998,975.089316263444
56743,24.1242008209,-104.52799987799999,1118.2849882856467
25062,27.975500106811523,-82.533203125,2422.516244773945
55854,29.98439979553223,-95.34140014648438,1173.8241937907917
60131,45.4706001282,-73.7407989502,634.4819861279402
66751,45.6234016418457,126.25,2554.648681358448
50440,1.35019,103.994003,3163.990159957879
42544,23.39240074157715,113.29900360107422,507.05660953670167
57156,41.9786,-87.9048,190.14804041566674
20207,37.13190079,-76.49299622,817.2204221283627
11247,29.095899581900007,-111.047996521,682.853165917438
33116,48.6898994446,9.22196006775,1334.165032140471
34726,34.42729949951172,135.24400329589844,1553.3438825760197
46862,-31.94029998779297,115.96700286865234,2580.1695079188175
21862,32.116100311279304,-110.94100189208984,968.7432223027402
20715,42.212398529052734,-83.35340118408203,491.7696585239688
56715,20.9935,-101.481003,1173.8241937907917
21649,35.04240036010742,-89.97669982910156,1017.0952657835178
9270,44.8184013367,20.3090991974,1423.2435779437833
56136,43.514599,-112.070999,736.0038675516306
67139,29.344699859600002,120.03199768100001,1234.310666115183
25467,28.429399490356445,-81.30899810791016,1158.6565972851001
58998,30.396499633789066,-84.35030364990234,1153.0639916689745
32835,41.248100280799996,-8.68138980865,1200.8962099576318
11156,20.6173,-100.185997,573.9559390848958
4674,-33.94609832763672,151.177001953125,2159.5811360559833
40924,24.433000564575195,54.651100158691406,3300.109724333543
47533,40.63980103,-73.77890015,1187.8355870120465
20594,40.916099548339844,-81.44219970703125,214.6053347910662
56525,41.411701202399996,-81.8498001099,725.2626687485133
10970,28.702899932900003,-105.96499633799999,948.3307869896344
34488,45.725556,5.081111,412.182279516298
43195,42.77519989013672,141.69200134277344,1119.8740090821293
40552,13.681099891662598,100.74700164794922,703.3573400896196
36284,56.92359924316406,23.971099853515625,1333.237625434954
38390,-25.5284996033,-49.175800323500006,359.10047584307887
13571,24.433000564575195,54.651100158691406,3443.1613452881306
57072,39.861698150635,-104.672996521,908.1521500871057
59513,36.58700180053711,-121.84300231933594,428.57257724310887
17260,34.447102,108.751999,1181.8300036729863
57594,29.98439979553223,-95.34140014648438,1366.7217693338678
