,Source,Dest,SourceID,DestID,SourceLon,DestLon,SourceLat,DestLat
13013,ATL,MIA,3682,3576,-84.428101,-80.29060363769531,33.6367,25.79319953918457
13021,ATL,ORD,3682,3830,-84.428101,-87.9048,33.6367,41.9786
13025,ATL,PHL,3682,3752,-84.428101,-75.24109649658203,33.6367,39.87189865112305
13026,ATL,PHX,3682,3462,-84.428101,-112.01200103759766,33.6367,33.43429946899414
13077,BCN,PMI,1218,3998,2.0784599999999998,2.73881006241,41.2971,39.551700591999996
13094,BKK,CDG,3885,1382,100.74700164794922,2.55,13.681099891662598,49.012798
13134,CDG,ATL,1382,3682,2.55,-84.428101,49.012798,33.6367
13137,CDG,BKK,1382,3885,2.55,100.74700164794922,49.012798,13.681099891662598
13149,CDG,DUS,1382,345,2.55,6.766780000000001,49.012798,51.289501
13150,CDG,DXB,1382,2188,2.55,55.3643989563,49.012798,25.252799987800003
13160,CDG,HKG,1382,3077,2.55,113.915001,49.012798,22.308901000000002
13162,CDG,IAH,1382,3550,2.55,-95.34140014648438,49.012798,29.98439979553223
13163,CDG,JFK,1382,3797,2.55,-73.77890015,49.012798,40.63980103
13165,CDG,LAX,1382,3484,2.55,-118.40799709999999,49.012798,33.94250107
13169,CDG,MAN,1382,478,2.55,-2.2749500274658203,49.012798,53.35369873046875
13170,CDG,MEX,1382,1824,2.55,-99.072098,49.012798,19.4363
13171,CDG,MIA,1382,3576,2.55,-80.29060363769531,49.012798,25.79319953918457
13186,CDG,SFO,1382,3469,2.55,-122.375,49.012798,37.61899948120117
13198,CDG,YYZ,1382,193,2.55,-79.63059997559999,49.012798,43.6772003174
13207,CLT,ATL,3876,3682,-80.94309997558594,-84.428101,35.2140007019043,33.6367
13245,DEL,FCO,3093,1555,77.103104,12.238888900000001,28.5665,41.800277799999996
13246,DEL,TPE,3093,2276,77.103104,121.233002,28.5665,25.0777
13247,DEN,ATL,3751,3682,-104.672996521,-84.428101,39.861698150635,33.6367
13248,DFW,ATL,3670,3682,-97.038002,-84.428101,32.896801,33.6367
13253,DUS,AMS,345,580,6.766780000000001,4.76389,51.289501,52.308601
13254,DUS,CDG,345,1382,6.766780000000001,2.55,51.289501,49.012798
13256,DXB,AMS,2188,580,55.3643989563,4.76389,25.252799987800003,52.308601
13257,DXB,CDG,2188,1382,55.3643989563,2.55,25.252799987800003,49.012798
13261,EWR,ATL,3494,3682,-74.168701171875,-84.428101,40.69250106811523,33.6367
13269,FCO,ATL,1555,3682,12.238888900000001,-84.428101,41.800277799999996,33.6367
13291,FCO,DEL,1555,3093,12.238888900000001,77.103104,41.800277799999996,28.5665
13302,FCO,ICN,1555,3930,12.238888900000001,126.45099639892578,41.800277799999996,37.46910095214844
13336,FCO,PVG,1555,3406,12.238888900000001,121.80500030517578,41.800277799999996,31.143400192260746
13396,HKG,CDG,3077,1382,113.915001,2.55,22.308901000000002,49.012798
13402,IAH,ATL,3550,3682,-95.34140014648438,-84.428101,29.98439979553223,33.6367
13403,IAH,CDG,3550,1382,-95.34140014648438,2.55,29.98439979553223,49.012798
13419,JFK,ATL,3797,3682,-73.77890015,-84.428101,40.63980103,33.6367
13420,JFK,CDG,3797,1382,-73.77890015,2.55,40.63980103,49.012798
13422,JFK,MEX,3797,1824,-73.77890015,-99.072098,40.63980103,19.4363
13427,JFK,YYZ,3797,193,-73.77890015,-79.63059997559999,40.63980103,43.6772003174
13439,LAS,ATL,3877,3682,-115.15200039999999,-84.428101,36.08010101,33.6367
13440,LAX,CDG,3484,1382,-118.40799709999999,2.55,33.94250107,49.012798
13502,MAD,MEX,1229,1824,-3.56264,-99.072098,40.471926,19.4363
13503,MAD,PMI,1229,3998,-3.56264,2.73881006241,40.471926,39.551700591999996
13506,MAN,CDG,478,1382,-2.2749500274658203,2.55,53.35369873046875,49.012798
13512,MEX,ATL,1824,3682,-99.072098,-84.428101,19.4363,33.6367
13513,MEX,CDG,1824,1382,-99.072098,2.55,19.4363,49.012798
13514,MEX,JFK,1824,3797,-99.072098,-73.77890015,19.4363,40.63980103
13515,MEX,MAD,1824,1229,-99.072098,-3.56264,19.4363,40.471926
13516,MEX,MIA,1824,3576,-99.072098,-80.29060363769531,19.4363,25.79319953918457
13517,MIA,ATL,3576,3682,-80.29060363769531,-84.428101,25.79319953918457,33.6367
13518,MIA,CDG,3576,1382,-80.29060363769531,2.55,25.79319953918457,49.012798
13520,MIA,MEX,3576,1824,-80.29060363769531,-99.072098,25.79319953918457,19.4363
13591,ORD,ATL,3830,3682,-87.9048,-84.428101,41.9786,33.6367
13608,PHL,ATL,3752,3682,-75.24109649658203,-84.428101,39.87189865112305,33.6367
13609,PHX,ATL,3462,3682,-112.01200103759766,-84.428101,33.43429946899414,33.6367
13611,PMI,BCN,3998,1218,2.73881006241,2.0784599999999998,39.551700591999996,41.2971
13612,PMI,MAD,3998,1229,2.73881006241,-3.56264,39.551700591999996,40.471926
13641,PVG,FCO,3406,1555,121.80500030517578,12.238888900000001,31.143400192260746,41.800277799999996
13663,SFO,ATL,3469,3682,-122.375,-84.428101,37.61899948120117,33.6367
13664,SFO,CDG,3469,1382,-122.375,2.55,37.61899948120117,49.012798
13720,TPE,DEL,2276,3093,121.233002,77.103104,25.0777,28.5665
13782,YYZ,CDG,193,1382,-79.63059997559999,2.55,43.6772003174,49.012798
14335,TPE,XIY,2276,3379,121.233002,108.751999,25.0777,34.447102
14339,XIY,TPE,3379,2276,108.751999,121.233002,34.447102,25.0777
14419,ATL,MIA,3682,3576,-84.428101,-80.29060363769531,33.6367,25.79319953918457
14420,ATL,ORD,3682,3830,-84.428101,-87.9048,33.6367,41.9786
14426,BCN,JFK,1218,3797,2.0784599999999998,-73.77890015,41.2971,40.63980103
14429,BCN,MIA,1218,3576,2.0784599999999998,-80.29060363769531,41.2971,25.79319953918457
14462,CDG,DFW,1382,3670,2.55,-97.038002,49.012798,32.896801
14463,CDG,JFK,1382,3797,2.55,-73.77890015,49.012798,40.63980103
14465,CDG,MIA,1382,3576,2.55,-80.29060363769531,49.012798,25.79319953918457
14466,CDG,ORD,1382,3830,2.55,-87.9048,49.012798,41.9786
14483,DFW,ATL,3670,3682,-97.038002,-84.428101,32.896801,33.6367
14484,DFW,CDG,3670,1382,-97.038002,2.55,32.896801,49.012798
14485,DFW,FRA,3670,340,-97.038002,8.570556,32.896801,50.033333
14487,DFW,MAD,3670,1229,-97.038002,-3.56264,32.896801,40.471926
14488,DFW,MEX,3670,1824,-97.038002,-99.072098,32.896801,19.4363
14502,DUS,ORD,345,3830,6.766780000000001,-87.9048,51.289501,41.9786
14513,FCO,JFK,1555,3797,12.238888900000001,-73.77890015,41.800277799999996,40.63980103
14516,FCO,ORD,1555,3830,12.238888900000001,-87.9048,41.800277799999996,41.9786
14521,FRA,DFW,340,3670,8.570556,-97.038002,50.033333,32.896801
14562,JFK,BCN,3797,1218,-73.77890015,2.0784599999999998,40.63980103,41.2971
14563,JFK,CDG,3797,1382,-73.77890015,2.55,40.63980103,49.012798
14565,JFK,FCO,3797,1555,-73.77890015,12.238888900000001,40.63980103,41.800277799999996
14569,JFK,MAD,3797,1229,-73.77890015,-3.56264,40.63980103,40.471926
14570,JFK,MAN,3797,478,-73.77890015,-2.2749500274658203,40.63980103,53.35369873046875
14591,LAX,MAD,3484,1229,-118.40799709999999,-3.56264,33.94250107,40.471926
14797,MAD,DFW,1229,3670,-3.56264,-97.038002,40.471926,32.896801
14798,MAD,JFK,1229,3797,-3.56264,-73.77890015,40.471926,40.63980103
14799,MAD,LAX,1229,3484,-3.56264,-118.40799709999999,40.471926,33.94250107
14802,MAD,MIA,1229,3576,-3.56264,-80.29060363769531,40.471926,25.79319953918457
14803,MAD,ORD,1229,3830,-3.56264,-87.9048,40.471926,41.9786
14808,MAN,JFK,478,3797,-2.2749500274658203,-73.77890015,53.35369873046875,40.63980103
14810,MAN,ORD,478,3830,-2.2749500274658203,-87.9048,53.35369873046875,41.9786
14813,MEX,DFW,1824,3670,-99.072098,-97.038002,19.4363,32.896801
14815,MEX,MIA,1824,3576,-99.072098,-80.29060363769531,19.4363,25.79319953918457
14816,MIA,ATL,3576,3682,-80.29060363769531,-84.428101,25.79319953918457,33.6367
14817,MIA,BCN,3576,1218,-80.29060363769531,2.0784599999999998,25.79319953918457,41.2971
14818,MIA,CDG,3576,1382,-80.29060363769531,2.55,25.79319953918457,49.012798
14821,MIA,MAD,3576,1229,-80.29060363769531,-3.56264,25.79319953918457,40.471926
14822,MIA,MEX,3576,1824,-80.29060363769531,-99.072098,25.79319953918457,19.4363
14854,ORD,ATL,3830,3682,-87.9048,-84.428101,41.9786,33.6367
14855,ORD,CDG,3830,1382,-87.9048,2.55,41.9786,49.012798
14857,ORD,DUS,3830,345,-87.9048,6.766780000000001,41.9786,51.289501
14858,ORD,FCO,3830,1555,-87.9048,12.238888900000001,41.9786,41.800277799999996
14860,ORD,MAD,3830,1229,-87.9048,-3.56264,41.9786,40.471926
14861,ORD,MAN,3830,478,-87.9048,-2.2749500274658203,41.9786,53.35369873046875
16035,ATL,IAH,3682,3550,-84.428101,-95.34140014648438,33.6367,29.98439979553223
16076,CAN,NRT,3370,2279,113.29900360107422,140.386001587,23.39240074157715,35.764701843299996
16090,CAN,XIY,3370,3379,113.29900360107422,108.751999,23.39240074157715,34.447102
16198,CTU,ICN,3395,3930,103.9469985961914,126.45099639892578,30.578500747680664,37.46910095214844
16218,CTU,NRT,3395,2279,103.9469985961914,140.386001587,30.578500747680664,35.764701843299996
16290,EWR,PEK,3494,3364,-74.168701171875,116.58499908447266,40.69250106811523,40.0801010131836
16291,EWR,PVG,3494,3406,-74.168701171875,121.80500030517578,40.69250106811523,31.143400192260746
16365,HGH,HKG,3386,3077,120.43399810791016,113.915001,30.22949981689453,22.308901000000002
16377,HGH,NRT,3386,2279,120.43399810791016,140.386001587,30.22949981689453,35.764701843299996
16393,HKG,HGH,3077,3386,113.915001,120.43399810791016,22.308901000000002,30.22949981689453
16428,IAH,ATL,3550,3682,-95.34140014648438,-84.428101,29.98439979553223,33.6367
16433,ICN,CTU,3930,3395,126.45099639892578,103.9469985961914,37.46910095214844,30.578500747680664
16558,LAX,PVG,3484,3406,-118.40799709999999,121.80500030517578,33.94250107,31.143400192260746
16561,LHR,PVG,507,3406,-0.461941,121.80500030517578,51.4706,31.143400192260746
16610,MUC,PVG,346,3406,11.7861,121.80500030517578,48.353802,31.143400192260746
16656,NRT,CAN,2279,3370,140.386001587,113.29900360107422,35.764701843299996,23.39240074157715
16657,NRT,CTU,2279,3395,140.386001587,103.9469985961914,35.764701843299996,30.578500747680664
16659,NRT,HGH,2279,3386,140.386001587,120.43399810791016,35.764701843299996,30.22949981689453
16673,ORD,PEK,3830,3364,-87.9048,116.58499908447266,41.9786,40.0801010131836
16674,ORD,PVG,3830,3406,-87.9048,121.80500030517578,41.9786,31.143400192260746
16705,PEK,EWR,3364,3494,116.58499908447266,-74.168701171875,40.0801010131836,40.69250106811523
16768,PEK,ORD,3364,3830,116.58499908447266,-87.9048,40.0801010131836,41.9786
16815,PEK,YYZ,3364,193,116.58499908447266,-79.63059997559999,40.0801010131836,43.6772003174
16827,PVG,EWR,3406,3494,121.80500030517578,-74.168701171875,31.143400192260746,40.69250106811523
16841,PVG,LAX,3406,3484,121.80500030517578,-118.40799709999999,31.143400192260746,33.94250107
16842,PVG,LHR,3406,507,121.80500030517578,-0.461941,31.143400192260746,51.4706
16845,PVG,MUC,3406,346,121.80500030517578,11.7861,31.143400192260746,48.353802
16849,PVG,ORD,3406,3830,121.80500030517578,-87.9048,31.143400192260746,41.9786
16852,PVG,SFO,3406,3469,121.80500030517578,-122.375,31.143400192260746,37.61899948120117
16861,PVG,YYZ,3406,193,121.80500030517578,-79.63059997559999,31.143400192260746,43.6772003174
16869,SFO,PVG,3469,3406,-122.375,121.80500030517578,37.61899948120117,31.143400192260746
17160,XIY,CAN,3379,3370,108.751999,113.29900360107422,34.447102,23.39240074157715
17268,YYZ,PEK,193,3364,-79.63059997559999,116.58499908447266,43.6772003174,40.0801010131836
17269,YYZ,PVG,193,3406,-79.63059997559999,121.80500030517578,43.6772003174,31.143400192260746
17393,AMS,MAN,580,478,4.76389,-2.2749500274658203,52.308601,53.35369873046875
17395,ATL,LAX,3682,3484,-84.428101,-118.40799709999999,33.6367,33.94250107
17396,ATL,SFO,3682,3469,-84.428101,-122.375,33.6367,37.61899948120117
17431,IAH,ATL,3550,3682,-95.34140014648438,-84.428101,29.98439979553223,33.6367
17457,LAX,ATL,3484,3682,-118.40799709999999,-84.428101,33.94250107,33.6367
17481,SFO,ATL,3469,3682,-122.375,-84.428101,37.61899948120117,33.6367
17621,IAH,SFO,3550,3469,-95.34140014648438,-122.375,29.98439979553223,37.61899948120117
17818,ATL,ORD,3682,3830,-84.428101,-87.9048,33.6367,41.9786
17993,ORD,ATL,3830,3682,-87.9048,-84.428101,41.9786,33.6367
18064,AMS,CTU,580,3395,4.76389,103.9469985961914,52.308601,30.578500747680664
18065,AMS,HGH,580,3386,4.76389,120.43399810791016,52.308601,30.22949981689453
18067,AMS,PVG,580,3406,4.76389,121.80500030517578,52.308601,31.143400192260746
18300,CKG,HGH,3393,3386,106.64199829101562,120.43399810791016,29.719200134277344,30.22949981689453
18372,CTU,AMS,3395,580,103.9469985961914,4.76389,30.578500747680664,52.308601
18379,CTU,HGH,3395,3386,103.9469985961914,120.43399810791016,30.578500747680664,30.22949981689453
18536,HGH,AMS,3386,580,120.43399810791016,4.76389,30.22949981689453,52.308601
18540,HGH,CKG,3386,3393,120.43399810791016,106.64199829101562,30.22949981689453,29.719200134277344
18542,HGH,CTU,3386,3395,120.43399810791016,103.9469985961914,30.22949981689453,30.578500747680664
18549,HGH,KMG,3386,3382,120.43399810791016,102.9291667,30.22949981689453,25.101944399999997
18705,KMG,HGH,3382,3386,102.9291667,120.43399810791016,25.101944399999997,30.22949981689453
18736,KUL,PVG,3304,3406,101.70999908446998,121.80500030517578,2.7455799579619997,31.143400192260746
18906,NRT,PEK,2279,3364,140.386001587,116.58499908447266,35.764701843299996,40.0801010131836
18946,PEK,NRT,3364,2279,116.58499908447266,140.386001587,40.0801010131836,35.764701843299996
18970,PVG,AMS,3406,580,121.80500030517578,4.76389,31.143400192260746,52.308601
18982,PVG,KUL,3406,3304,121.80500030517578,101.70999908446998,31.143400192260746,2.7455799579619997
19821,LAS,MAN,3877,478,-115.15200039999999,-2.2749500274658203,36.08010101,53.35369873046875
19851,MAN,LAS,478,3877,-2.2749500274658203,-115.15200039999999,53.35369873046875,36.08010101
20029,AMS,DFW,580,3670,4.76389,-97.038002,52.308601,32.896801
20036,AMS,IAH,580,3550,4.76389,-95.34140014648438,52.308601,29.98439979553223
20041,AMS,LAX,580,3484,4.76389,-118.40799709999999,52.308601,33.94250107
20043,AMS,ORD,580,3830,4.76389,-87.9048,52.308601,41.9786
20046,AMS,SFO,580,3469,4.76389,-122.375,52.308601,37.61899948120117
20050,AMS,YYZ,580,193,4.76389,-79.63059997559999,52.308601,43.6772003174
20152,ATL,ICN,3682,3930,-84.428101,126.45099639892578,33.6367,37.46910095214844
20264,ATL,YYZ,3682,193,-84.428101,-79.63059997559999,33.6367,43.6772003174
20392,CAN,HGH,3370,3386,113.29900360107422,120.43399810791016,23.39240074157715,30.22949981689453
20393,CAN,LAX,3370,3484,113.29900360107422,-118.40799709999999,23.39240074157715,33.94250107
20404,CDG,IAH,1382,3550,2.55,-95.34140014648438,49.012798,29.98439979553223
20408,CDG,MIA,1382,3576,2.55,-80.29060363769531,49.012798,25.79319953918457
20411,CDG,ORD,1382,3830,2.55,-87.9048,49.012798,41.9786
20415,CDG,SFO,1382,3469,2.55,-122.375,49.012798,37.61899948120117
20419,CDG,YYZ,1382,193,2.55,-79.63059997559999,49.012798,43.6772003174
20441,CLT,JFK,3876,3797,-80.94309997558594,-73.77890015,35.2140007019043,40.63980103
20549,DFW,AMS,3670,580,-97.038002,4.76389,32.896801,52.308601
20553,DFW,ICN,3670,3930,-97.038002,126.45099639892578,32.896801,37.46910095214844
20554,DFW,JFK,3670,3797,-97.038002,-73.77890015,32.896801,40.63980103
20725,EWR,LHR,3494,507,-74.168701171875,-0.461941,40.69250106811523,51.4706
20742,FCO,LAX,1555,3484,12.238888900000001,-118.40799709999999,41.800277799999996,33.94250107
20743,FCO,MIA,1555,3576,12.238888900000001,-80.29060363769531,41.800277799999996,25.79319953918457
20744,FCO,ORD,1555,3830,12.238888900000001,-87.9048,41.800277799999996,41.9786
20745,FCO,YYZ,1555,193,12.238888900000001,-79.63059997559999,41.800277799999996,43.6772003174
20859,IAH,AMS,3550,580,-95.34140014648438,4.76389,29.98439979553223,52.308601
20861,IAH,CDG,3550,1382,-95.34140014648438,2.55,29.98439979553223,49.012798
20870,ICN,ATL,3930,3682,126.45099639892578,-84.428101,37.46910095214844,33.6367
20871,ICN,DFW,3930,3670,126.45099639892578,-97.038002,37.46910095214844,32.896801
20876,ICN,LAS,3930,3877,126.45099639892578,-115.15200039999999,37.46910095214844,36.08010101
20877,ICN,LAX,3930,3484,126.45099639892578,-118.40799709999999,37.46910095214844,33.94250107
20878,ICN,ORD,3930,3830,126.45099639892578,-87.9048,37.46910095214844,41.9786
20881,ICN,SFO,3930,3469,126.45099639892578,-122.375,37.46910095214844,37.61899948120117
21020,LAS,ICN,3877,3930,-115.15200039999999,126.45099639892578,36.08010101,37.46910095214844
21023,LAS,LGW,3877,502,-115.15200039999999,-0.190278,36.08010101,51.148102
21024,LAS,MAN,3877,478,-115.15200039999999,-2.2749500274658203,36.08010101,53.35369873046875
21035,LAS,YYZ,3877,193,-115.15200039999999,-79.63059997559999,36.08010101,43.6772003174
21036,LAX,AMS,3484,580,-118.40799709999999,4.76389,33.94250107,52.308601
21043,LAX,CAN,3484,3370,-118.40799709999999,113.29900360107422,33.94250107,23.39240074157715
21044,LAX,CDG,3484,1382,-118.40799709999999,2.55,33.94250107,49.012798
21050,LAX,FCO,3484,1555,-118.40799709999999,12.238888900000001,33.94250107,41.800277799999996
21057,LAX,ICN,3484,3930,-118.40799709999999,126.45099639892578,33.94250107,37.46910095214844
21062,LAX,LHR,3484,507,-118.40799709999999,-0.461941,33.94250107,51.4706
21077,LAX,PHX,3484,3462,-118.40799709999999,-112.01200103759766,33.94250107,33.43429946899414
21079,LAX,PVG,3484,3406,-118.40799709999999,121.80500030517578,33.94250107,31.143400192260746
21084,LAX,SFO,3484,3469,-118.40799709999999,-122.375,33.94250107,37.61899948120117
21092,LAX,TPE,3484,2276,-118.40799709999999,121.233002,33.94250107,25.0777
21163,LGW,LAS,502,3877,-0.190278,-115.15200039999999,51.148102,36.08010101
21168,LHR,EWR,507,3494,-0.461941,-74.168701171875,51.4706,40.69250106811523
21171,LHR,LAX,507,3484,-0.461941,-118.40799709999999,51.4706,33.94250107
21172,LHR,MIA,507,3576,-0.461941,-80.29060363769531,51.4706,25.79319953918457
21174,LHR,ORD,507,3830,-0.461941,-87.9048,51.4706,41.9786
21176,LHR,SFO,507,3469,-0.461941,-122.375,51.4706,37.61899948120117
21192,MAN,LAS,478,3877,-2.2749500274658203,-115.15200039999999,53.35369873046875,36.08010101
21296,MIA,CDG,3576,1382,-80.29060363769531,2.55,25.79319953918457,49.012798
21298,MIA,FCO,3576,1555,-80.29060363769531,12.238888900000001,25.79319953918457,41.800277799999996
21302,MIA,LHR,3576,507,-80.29060363769531,-0.461941,25.79319953918457,51.4706
21532,ORD,AMS,3830,580,-87.9048,4.76389,41.9786,52.308601
21539,ORD,ICN,3830,3930,-87.9048,126.45099639892578,41.9786,37.46910095214844
21540,ORD,JFK,3830,3797,-87.9048,-73.77890015,41.9786,40.63980103
21542,ORD,LHR,3830,507,-87.9048,-0.461941,41.9786,51.4706
21586,PHX,LAX,3462,3484,-112.01200103759766,-118.40799709999999,33.43429946899414,33.94250107
21624,PVG,LAX,3406,3484,121.80500030517578,-118.40799709999999,31.143400192260746,33.94250107
21746,SFO,AMS,3469,580,-122.375,4.76389,37.61899948120117,52.308601
21748,SFO,CDG,3469,1382,-122.375,2.55,37.61899948120117,49.012798
21752,SFO,ICN,3469,3930,-122.375,126.45099639892578,37.61899948120117,37.46910095214844
21754,SFO,LAX,3469,3484,-122.375,-118.40799709999999,37.61899948120117,33.94250107
21755,SFO,LHR,3469,507,-122.375,-0.461941,37.61899948120117,51.4706
21762,SFO,TPE,3469,2276,-122.375,121.233002,37.61899948120117,25.0777
21918,TPE,LAX,2276,3484,121.233002,-118.40799709999999,25.0777,33.94250107
21920,TPE,SFO,2276,3469,121.233002,-122.375,25.0777,37.61899948120117
21977,YYZ,AMS,193,580,-79.63059997559999,4.76389,43.6772003174,52.308601
21979,YYZ,CDG,193,1382,-79.63059997559999,2.55,43.6772003174,49.012798
21982,YYZ,FCO,193,1555,-79.63059997559999,12.238888900000001,43.6772003174,41.800277799999996
21985,YYZ,LAS,193,3877,-79.63059997559999,-115.15200039999999,43.6772003174,36.08010101
22850,ATL,ORD,3682,3830,-84.428101,-87.9048,33.6367,41.9786
23011,ORD,ATL,3830,3682,-87.9048,-84.428101,41.9786,33.6367
23692,AMS,FRA,580,340,4.76389,8.570556,52.308601,50.033333
23701,BCN,FRA,1218,340,2.0784599999999998,8.570556,41.2971,50.033333
23708,BKK,ICN,3885,3930,100.74700164794922,126.45099639892578,13.681099891662598,37.46910095214844
23722,BRU,FRA,302,340,4.48443984985,8.570556,50.9014015198,50.033333
23760,DUS,FRA,345,340,6.766780000000001,8.570556,51.289501,50.033333
23762,DXB,SIN,2188,3316,55.3643989563,103.994003,25.252799987800003,1.35019
23774,FRA,AMS,340,580,8.570556,4.76389,50.033333,52.308601
23776,FRA,BCN,340,1218,8.570556,2.0784599999999998,50.033333,41.2971
23777,FRA,BRU,340,302,8.570556,4.48443984985,50.033333,50.9014015198
23780,FRA,DUS,340,345,8.570556,6.766780000000001,50.033333,51.289501
23785,FRA,JFK,340,3797,8.570556,-73.77890015,50.033333,40.63980103
23788,FRA,MAD,340,1229,8.570556,-3.56264,50.033333,40.471926
23790,FRA,MUC,340,346,8.570556,11.7861,50.033333,48.353802
23797,FRA,VIE,340,1613,8.570556,16.569700241089002,50.033333,48.110298156738004
23799,FRA,ZRH,340,1678,8.570556,8.54917,50.033333,47.464698999999996
23818,ICN,BKK,3930,3885,126.45099639892578,100.74700164794922,37.46910095214844,13.681099891662598
23822,JFK,FRA,3797,340,-73.77890015,8.570556,40.63980103,50.033333
23880,MAD,FRA,1229,340,-3.56264,8.570556,40.471926,50.033333
23892,MUC,FRA,346,340,11.7861,8.570556,48.353802,50.033333
23929,SIN,DXB,3316,2188,103.994003,55.3643989563,1.35019,25.252799987800003
23942,VIE,FRA,1613,340,16.569700241089002,8.570556,48.110298156738004,50.033333
23948,ZRH,FRA,1678,340,8.54917,8.570556,47.464698999999996,50.033333
24039,ATL,ORD,3682,3830,-84.428101,-87.9048,33.6367,41.9786
24131,BKK,HKG,3885,3077,100.74700164794922,113.915001,13.681099891662598,22.308901000000002
24148,CDG,JFK,1382,3797,2.55,-73.77890015,49.012798,40.63980103
24172,FCO,ZRH,1555,1678,12.238888900000001,8.54917,41.800277799999996,47.464698999999996
24178,HKG,BKK,3077,3885,113.915001,100.74700164794922,22.308901000000002,13.681099891662598
24194,JFK,CDG,3797,1382,-73.77890015,2.55,40.63980103,49.012798
24195,JFK,LAS,3797,3877,-73.77890015,-115.15200039999999,40.63980103,36.08010101
24204,LAS,JFK,3877,3797,-115.15200039999999,-73.77890015,36.08010101,40.63980103
24231,ORD,ATL,3830,3682,-87.9048,-84.428101,41.9786,33.6367
24235,ORD,YYZ,3830,193,-87.9048,-79.63059997559999,41.9786,43.6772003174
24256,YYZ,ORD,193,3830,-79.63059997559999,-87.9048,43.6772003174,41.9786
24257,ZRH,FCO,1678,1555,8.54917,12.238888900000001,47.464698999999996,41.800277799999996
24888,ATL,PHX,3682,3462,-84.428101,-112.01200103759766,33.6367,33.43429946899414
25043,DEN,LAS,3751,3877,-104.672996521,-115.15200039999999,39.861698150635,36.08010101
25044,DEN,LAX,3751,3484,-104.672996521,-118.40799709999999,39.861698150635,33.94250107
25055,DEN,PHX,3751,3462,-104.672996521,-112.01200103759766,39.861698150635,33.43429946899414
25147,LAS,DEN,3877,3751,-115.15200039999999,-104.672996521,36.08010101,39.861698150635
25150,LAS,LAX,3877,3484,-115.15200039999999,-118.40799709999999,36.08010101,33.94250107
25154,LAS,PHX,3877,3462,-115.15200039999999,-112.01200103759766,36.08010101,33.43429946899414
25167,LAX,DEN,3484,3751,-118.40799709999999,-104.672996521,33.94250107,39.861698150635
25169,LAX,LAS,3484,3877,-118.40799709999999,-115.15200039999999,33.94250107,36.08010101
25390,PHL,DEN,3752,3751,-75.24109649658203,-104.672996521,39.87189865112305,39.861698150635
25395,PHL,PHX,3752,3462,-75.24109649658203,-112.01200103759766,39.87189865112305,33.43429946899414
25397,PHX,ATL,3462,3682,-112.01200103759766,-84.428101,33.43429946899414,33.6367
25398,PHX,DEN,3462,3751,-112.01200103759766,-104.672996521,33.43429946899414,39.861698150635
25401,PHX,LAS,3462,3877,-112.01200103759766,-115.15200039999999,33.43429946899414,36.08010101
25405,PHX,PHL,3462,3752,-112.01200103759766,-75.24109649658203,33.43429946899414,39.87189865112305
25480,SFO,DEN,3469,3751,-122.375,-104.672996521,37.61899948120117,39.861698150635
25601,HGH,HKG,3386,3077,120.43399810791016,113.915001,30.22949981689453,22.308901000000002
25603,HKG,HGH,3077,3386,113.915001,120.43399810791016,22.308901000000002,30.22949981689453
29656,IST,SIN,1701,3316,28.8146,103.994003,40.976898,1.35019
29717,SIN,IST,3316,1701,103.994003,28.8146,1.35019,40.976898
29727,SIN,TPE,3316,2276,103.994003,121.233002,1.35019,25.0777
29761,TPE,SIN,2276,3316,121.233002,103.994003,25.0777,1.35019
29939,LHR,DFW,507,3670,-0.461941,-97.038002,51.4706,32.896801
30655,JFK,LAS,3797,3877,-73.77890015,-115.15200039999999,40.63980103,36.08010101
30660,LAS,JFK,3877,3797,-115.15200039999999,-73.77890015,36.08010101,40.63980103
30661,LAS,SFO,3877,3469,-115.15200039999999,-122.375,36.08010101,37.61899948120117
30688,SFO,LAS,3469,3877,-122.375,-115.15200039999999,37.61899948120117,36.08010101
31151,BRU,FCO,302,1555,4.48443984985,12.238888900000001,50.9014015198,41.800277799999996
31208,CKG,HKG,3393,3077,106.64199829101562,113.915001,29.719200134277344,22.308901000000002
31329,HKG,CKG,3077,3393,113.915001,106.64199829101562,22.308901000000002,29.719200134277344
31383,LAX,PVG,3484,3406,-118.40799709999999,121.80500030517578,33.94250107,31.143400192260746
31426,ORD,PVG,3830,3406,-87.9048,121.80500030517578,41.9786,31.143400192260746
31492,PVG,LAX,3406,3484,121.80500030517578,-118.40799709999999,31.143400192260746,33.94250107
31494,PVG,ORD,3406,3830,121.80500030517578,-87.9048,31.143400192260746,41.9786
32235,AMS,BCN,580,1218,4.76389,2.0784599999999998,52.308601,41.2971
32238,AMS,PMI,580,3998,4.76389,2.73881006241,52.308601,39.551700591999996
32250,ATL,LHR,3682,507,-84.428101,-0.461941,33.6367,51.4706
32251,ATL,MIA,3682,3576,-84.428101,-80.29060363769531,33.6367,25.79319953918457
32252,ATL,ORD,3682,3830,-84.428101,-87.9048,33.6367,41.9786
32264,BCN,AMS,1218,580,2.0784599999999998,4.76389,41.2971,52.308601
32274,BCN,BRU,1218,302,2.0784599999999998,4.48443984985,41.2971,50.9014015198
32282,BCN,DME,1218,4029,2.0784599999999998,37.90629959106445,41.2971,55.40879821777344
32285,BCN,DUS,1218,345,2.0784599999999998,6.766780000000001,41.2971,51.289501
